,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,quarter(10yrs),ScripCode,Revenue,Financing Profit,Financing Margin %
0,357677,324501,33176,9%,7526,2893,12401,25408,22%,19717,28.27,13%,Mar 2012,500325,,,
1,395957,362802,33155,8%,7757,3463,11232,26217,20%,20886,30.31,13%,Mar 2013,500325,,,
2,433521,398586,34935,8%,8865,3836,11201,28763,22%,22548,32.62,12%,Mar 2014,500325,,,
3,374372,336923,37449,10%,8528,3316,11547,31114,24%,23640,34.14,12%,Mar 2015,500325,,,
4,272583,230802,41781,15%,12212,3691,11565,38737,23%,29861,43.03,10%,Mar 2016,500325,,,
5,303954,257647,46307,15%,9222,3849,11646,40034,25%,29833,43.11,11%,Mar 2017,500325,,,
6,390823,326508,64315,16%,9869,8052,16706,49426,27%,36080,53.39,10%,Mar 2018,500325,,,
7,568337,484087,84250,15%,8406,16495,20934,55227,28%,39837,58.55,10%,Mar 2019,500325,,,
8,596679,507413,89266,15%,8570,22027,22203,53606,26%,39880,58.20,10%,Mar 2020,500325,,,
9,466307,385517,80790,17%,22432,21189,26572,55461,3%,53739,77.50,9%,Mar 2021,500325,,,
10,698672,588077,110595,16%,17928,14584,29797,84142,19%,67845,89.74,9%,Mar 2022,500325,,,
11,879468,736603,142865,16%,11826,19571,40319,94801,22%,74088,98.59,0%,Mar 2023,500325,,,
12,48894,34459,14435,30%,428,22,918,13923,24%,10523,26.60,47%,Mar 2012,532540,,,
13,62989,44950,18040,29%,1178,48,1080,18090,22%,14076,35.55,31%,Mar 2013,532540,,,
14,81809,56657,25153,31%,1637,39,1349,25402,24%,19332,48.92,33%,Mar 2014,532540,,,
15,94648,70167,24482,26%,3720,104,1799,26298,24%,20060,50.68,78%,Mar 2015,532540,,,
16,108646,77969,30677,28%,3084,33,1888,31840,24%,24338,61.58,35%,Mar 2016,532540,,,
17,117966,85655,32311,27%,4221,32,1987,34513,24%,26357,66.71,35%,Mar 2017,532540,,,
18,123104,90588,32516,26%,3642,52,2014,34092,24%,25880,67.46,37%,Mar 2018,532540,,,
19,146463,106957,39506,27%,4311,198,2056,41563,24%,31562,83.87,36%,Mar 2019,532540,,,
20,156949,114840,42109,27%,4592,924,3529,42248,23%,32447,86.19,85%,Mar 2020,532540,,,
21,164177,117631,46546,28%,1916,637,4065,43760,26%,32562,87.67,43%,Mar 2021,532540,,,
22,191754,138697,53057,28%,4018,784,4604,51687,26%,38449,104.75,41%,Mar 2022,532540,,,
23,225458,166199,59259,26%,3449,779,5022,56907,26%,42303,115.19,100%,Mar 2023,532540,,,
24,,10858,,,5992,15106,554,7667,31%,5277,11.18,19%,Mar 2012,500180,28193,2229,8%
25,,12631,,,7133,19695,663,10004,31%,6903,14.44,19%,Mar 2013,500180,35861,3534,10%
26,,13508,,,8298,23445,689,13211,34%,8768,18.22,19%,Mar 2014,500180,42555,5602,13%
27,,16164,,,9546,27288,680,16079,33%,10703,21.32,19%,Mar 2015,500180,50666,7214,14%
28,,20055,,,11212,34070,738,19511,34%,12821,25.32,19%,Mar 2016,500180,63162,9037,14%
29,,23856,,,12905,38042,886,23393,35%,15317,29.81,18%,Mar 2017,500180,73271,11374,16%
30,,29532,,,16057,42381,967,28464,35%,18561,35.66,18%,Mar 2018,500180,85288,13374,16%
31,,34856,,,18947,53713,1221,34318,35%,22446,41.00,18%,Mar 2019,500180,105161,16592,16%
32,,45459,,,24879,62137,1277,38195,29%,27296,49.70,5%,Mar 2020,500180,122189,14593,12%
33,,52457,,,27333,59248,1385,42796,26%,31857,57.74,11%,Mar 2021,500180,128552,16848,13%
34,,56557,,,31759,58584,1681,50873,25%,38151,68.62,23%,Mar 2022,500180,135936,20795,15%
35,,65388,,,33912,77780,0,61498,25%,46149,82.44,23%,Mar 2023,500180,170754,27586,16%
36,,30293,,,28663,25013,671,10680,26%,7938,12.06,25%,Mar 2012,532174,37995,-17311,-46%
37,,31684,,,29320,28285,625,13610,26%,10130,15.14,24%,Mar 2013,532174,44885,-15085,-34%
38,,32852,,,30085,29711,719,16282,28%,11677,17.38,24%,Mar 2014,532174,49479,-13084,-26%
39,,38766,,,35252,32318,798,18334,29%,12942,19.20,24%,Mar 2015,532174,54964,-16120,-29%
40,,52252,,,42102,33996,843,14304,24%,10927,15.92,29%,Mar 2016,532174,59294,-26955,-45%
41,,63841,,,52458,34836,912,13809,18%,11340,15.90,14%,Mar 2017,532174,60940,-37737,-62%
42,,72806,,,56807,34262,922,10978,17%,9100,12.00,12%,Mar 2018,532174,62162,-44906,-72%
43,,83775,,,59325,39178,946,7408,23%,5689,6.60,15%,Mar 2019,532174,71982,-50971,-71%
44,,85361,,,64950,44666,1171,18589,40%,11225,14.78,0%,Mar 2020,532174,84836,-45190,-53%
45,,91309,,,72030,42659,1340,25884,22%,20364,26.58,8%,Mar 2021,532174,89163,-44805,-50%
46,,80798,,,62129,41167,1330,34241,25%,26538,36.14,14%,Mar 2022,532174,95407,-26558,-28%
47,,89379,,,66110,50543,0,47255,25%,35461,48.74,16%,Mar 2023,532174,121067,-18856,-16%
48,23436,19936,3500,15%,357,2,234,3622,23%,2800,12.91,58%,Mar 2012,500696,,,
49,27004,22784,4220,16%,1123,26,251,5066,24%,3839,17.71,104%,Mar 2013,500696,,,
50,29234,24475,4759,16%,792,41,296,5215,24%,3956,18.24,71%,Mar 2014,500696,,,
51,31972,26560,5412,17%,1247,18,322,6320,31%,4376,20.17,74%,Mar 2015,500696,,,
52,32186,26276,5910,18%,486,17,353,6026,31%,4151,19.18,83%,Mar 2016,500696,,,
53,33162,26834,6328,19%,606,35,432,6467,31%,4490,20.68,82%,Mar 2017,500696,,,
54,35545,28046,7499,21%,353,26,520,7306,28%,5227,24.09,83%,Mar 2018,500696,,,
55,39310,30430,8880,23%,322,33,565,8604,30%,6060,27.97,78%,Mar 2019,500696,,,
56,39783,29930,9853,25%,432,118,1002,9165,26%,6756,31.17,80%,Mar 2020,500696,,,
57,47028,35402,11626,25%,170,117,1074,10605,25%,7999,34.03,119%,Mar 2021,500696,,,
58,52446,39589,12857,25%,219,106,1091,11879,25%,8892,37.79,90%,Mar 2022,500696,,,
59,60580,46432,14148,23%,447,114,1137,13344,24%,10143,43.07,91%,Mar 2023,500696,,,
60,33734,23007,10727,32%,1904,4,928,11699,29%,8332,18.14,32%,Mar 2012,500209,,,
61,40352,28814,11538,29%,2365,5,1099,12799,26%,9429,20.52,25%,Mar 2013,500209,,,
62,50133,36743,13390,27%,2664,9,1317,14728,28%,10656,23.31,34%,Mar 2014,500209,,,
63,53319,38436,14883,28%,3430,12,1017,17284,28%,12372,26.93,55%,Mar 2015,500209,,,
64,62441,45362,17079,27%,3120,0,1459,18740,28%,13489,29.36,41%,Mar 2016,500209,,,
65,68484,49880,18604,27%,3050,0,1703,19951,28%,14353,31.24,41%,Mar 2017,500209,,,
66,70522,51700,18822,27%,3311,0,1863,20270,21%,16029,36.69,59%,Mar 2018,500209,,,
67,82675,62505,20170,24%,2882,0,2011,21041,27%,15410,35.26,60%,Mar 2019,500209,,,
68,90791,68524,22267,25%,2803,170,2893,22007,24%,16639,38.96,45%,Mar 2020,500209,,,
69,100472,72583,27889,28%,2201,195,3267,26628,27%,19423,45.42,59%,Mar 2021,500209,,,
70,121641,90150,31491,26%,2295,200,3476,30110,26%,22146,52.56,59%,Mar 2022,500209,,,
71,146767,111637,35130,24%,2701,284,4225,33322,28%,24108,58.08,58%,Mar 2023,500209,,,
72,26516,17272,9244,35%,772,102,745,9168,31%,6334,5.34,56%,Mar 2012,500875,,,
73,31618,20398,11221,35%,852,108,859,11106,31%,7704,6.42,55%,Mar 2013,500875,,,
74,35306,22227,13080,37%,966,29,965,13052,31%,9001,7.45,54%,Mar 2014,500875,,,
75,38817,24566,14252,37%,1229,91,1028,14362,32%,9779,8.04,52%,Mar 2015,500875,,,
76,39192,24661,14531,37%,1483,78,1077,14859,36%,9501,7.74,73%,Mar 2016,500875,,,
77,42768,27298,15470,36%,1759,49,1153,16026,35%,10477,8.47,56%,Mar 2017,500875,,,
78,43449,26928,16521,38%,2240,115,1236,17409,34%,11493,9.24,56%,Mar 2018,500875,,,
79,48340,29802,18537,38%,2080,71,1397,19150,33%,12836,10.27,56%,Mar 2019,500875,,,
80,49388,30044,19344,39%,2417,81,1645,20035,22%,15593,12.45,82%,Mar 2020,500875,,,
81,49257,32193,17065,35%,2577,58,1646,17938,25%,13383,10.69,101%,Mar 2021,500875,,,
82,60645,40021,20623,34%,1910,60,1732,20740,25%,15503,12.37,93%,Mar 2022,500875,,,
83,70937,45272,25665,36%,2053,43,1809,25866,25%,19477,15.44,83%,Mar 2023,500875,,,
84,,61729,,,29692,89320,1372,24469,35%,15973,22.86,15%,Mar 2012,500112,147197,-3851,-3%
85,,66283,,,32584,106818,1577,25882,29%,18555,26.19,16%,Mar 2013,500112,167976,-5124,-3%
86,,82198,,,37882,121479,1942,21326,32%,14807,18.99,16%,Mar 2014,500112,189062,-14614,-8%
87,,96675,,,49315,133179,1581,25855,32%,17832,22.76,15%,Mar 2015,500112,207974,-21879,-11%
88,,109985,,,52828,143047,2252,18177,30%,13019,15.75,17%,Mar 2016,500112,220633,-32399,-15%
89,,145666,,,68193,149115,2915,945,141%,-97,0.30,859%,Mar 2017,500112,230447,-64334,-28%
90,,169034,,,77527,146603,3105,-12245,66%,-3749,-5.11,0%,Mar 2018,500112,228970,-86666,-38%
91,,166104,,,77365,155867,3496,5220,41%,3351,2.58,0%,Mar 2019,500112,253322,-68649,-27%
92,,172909,,,98159,161124,3662,30317,40%,21140,22.15,0%,Mar 2020,500112,269852,-64181,-24%
93,,192821,,,107222,156010,3711,32796,26%,23888,25.11,16%,Mar 2021,500112,278115,-70715,-25%
94,,197349,,,117000,156194,3691,49739,27%,37183,39.64,18%,Mar 2022,500112,289973,-63570,-22%
95,,207999,,,122534,189981,0,75399,25%,57750,62.35,0%,Mar 2023,500112,350845,-47135,-13%
96,,12484,,,27,11552,51,6217,28%,5670,36.98,30%,Mar 2012,500010,30276,6240,21%
97,,14170,,,39,14296,54,7467,27%,6982,42.94,29%,Mar 2013,500010,35948,7483,21%
98,,15314,,,61,16608,47,8846,27%,8403,50.93,27%,Mar 2014,500010,40753,8831,22%
99,,19516,,,74,18710,47,10117,31%,9245,55.65,27%,Mar 2015,500010,48316,10089,21%
100,,21228,,,34,20296,121,11613,31%,10718,64.50,26%,Mar 2016,500010,53223,11699,22%
101,,26377,,,53,21953,108,12650,32%,11848,69.56,26%,Mar 2017,500010,61034,12704,21%
102,,44714,,,6282,24718,116,16207,19%,13111,71.48,28%,Mar 2018,500010,79474,10042,13%
103,,51819,,,7891,29525,141,22099,20%,17581,94.29,22%,Mar 2019,500010,95694,14349,15%
104,,48983,,,5816,32109,256,26193,13%,22826,123.75,17%,Mar 2020,500010,101726,20633,20%
105,,92319,,,6959,29081,355,24237,15%,20488,103.88,22%,Mar 2021,500010,139034,17634,13%
106,,89037,,,9012,27230,419,28252,15%,24042,124.62,24%,Mar 2022,500010,135926,19659,14%
107,,94591,,,11223,36845,597,32131,14%,27700,142.60,31%,Mar 2023,500010,152940,21504,14%
108,71506,47965,23541,33%,428,4083,13368,6518,35%,4258,8.15,9%,Mar 2012,532454,,,
109,76947,53987,22960,30%,1159,4519,14815,4785,53%,2267,4.32,17%,Mar 2013,532454,,,
110,85864,59352,26512,31%,2881,5879,15650,7864,62%,3019,5.04,26%,Mar 2014,532454,,,
111,96101,62499,33602,35%,1243,4446,19858,10540,52%,5048,8.41,33%,Mar 2015,532454,,,
112,96532,62548,33984,35%,4858,8546,17450,12846,46%,6893,11.05,9%,Mar 2016,532454,,,
113,95468,60138,35330,37%,1713,9547,19773,7723,45%,4241,6.91,11%,Mar 2017,532454,,,
114,82639,52560,30079,36%,1756,9326,19243,3267,33%,2184,2.00,194%,Mar 2018,532454,,,
115,80780,55016,25764,32%,4474,10622,21348,-1732,197%,1688,0.74,244%,Mar 2019,532454,,,
116,84676,51086,33591,40%,-35600,14073,27094,-43177,29%,-30664,-55.06,-3%,Mar 2020,532454,,,
117,100616,55337,45279,45%,-4215,15091,29404,-3432,-260%,-12364,-25.63,0%,Mar 2021,532454,,,
118,116547,59013,57534,49%,4656,16616,33091,12483,33%,8305,7.23,39%,Mar 2022,532454,,,
119,139145,67871,71274,51%,1019,19300,36432,16561,26%,12287,14.97,27%,Mar 2023,532454,,,
120,,1752,,,26,2274,36,1357,34%,898,17.90,10%,Mar 2015,500034,5392,1367,25%
121,,2354,,,35,2959,56,1965,35%,1279,23.74,10%,Mar 2016,500034,7299,1986,27%
122,,3250,,,22,3853,71,2817,35%,1836,33.40,11%,Mar 2017,500034,9970,2867,29%
123,,4115,,,10,4696,102,3843,35%,2496,43.19,9%,Mar 2018,500034,12746,3935,31%
124,,5454,,,13,6723,144,6179,35%,3995,69.12,9%,Mar 2019,500034,18487,6310,34%
125,,9159,,,9,9608,295,7322,28%,5264,87.48,11%,Mar 2020,500034,26374,7608,29%
126,,10839,,,3,9519,325,5992,26%,4420,73.35,14%,Mar 2021,500034,26673,6314,24%
127,,11880,,,-17,9848,385,9504,26%,7028,116.09,17%,Mar 2022,500034,31633,9905,31%
128,,12834,,,10,12560,485,15528,26%,11508,190.07,16%,Mar 2023,500034,41397,16003,39%
129,,5651,,,4543,4542,164,2656,30%,1885,12.37,2%,Mar 2012,500247,8470,-1723,-20%
130,,6603,,,5112,6024,179,3144,30%,2238,14.66,2%,Mar 2013,500247,10838,-1789,-17%
131,,7053,,,5282,6312,208,3695,32%,2527,16.00,2%,Mar 2014,500247,11986,-1379,-12%
132,,9718,,,8152,6966,237,4550,33%,3105,19.72,2%,Mar 2015,500247,13319,-3366,-25%
133,,11541,,,7631,11123,345,5024,32%,3524,18.86,3%,Mar 2016,500247,20402,-2263,-11%
134,,14832,,,11660,11458,362,7332,32%,5019,26.84,2%,Mar 2017,500247,22324,-3965,-18%
135,,16805,,,13682,12467,383,9158,33%,6258,32.54,2%,Mar 2018,500247,25131,-4141,-16%
136,,19758,,,16148,15187,458,10576,33%,7204,37.74,2%,Mar 2019,500247,29831,-5114,-17%
137,,22578,,,16892,15901,465,11422,25%,8593,44.92,0%,Mar 2020,500247,33474,-5005,-15%
138,,29812,,,23588,12967,461,13168,25%,9990,50.41,2%,Mar 2021,500247,32820,-9958,-30%
139,,31069,,,25311,11553,480,15948,25%,12089,60.91,2%,Mar 2022,500247,33740,-8882,-26%
140,,33324,,,25830,14411,599,19646,25%,14925,75.13,2%,Mar 2023,500247,42151,-5585,-13%
141,492068,483728,8339,2%,607,47,326,8573,74%,2232,,0%,Mar 2017,543526,,,
142,522848,513419,9429,2%,801,46,302,9882,75%,2446,,0%,Mar 2018,543526,,,
143,559986,550030,9957,2%,841,39,333,10425,74%,2688,,2%,Mar 2019,543526,,,
144,615920,608641,7280,1%,2698,58,375,9545,72%,2713,,2%,Mar 2020,543526,,,
145,681605,670921,10684,2%,623,0,413,10895,73%,2901,,0%,Mar 2021,543526,,,
146,720314,708926,11387,2%,992,0,433,11945,66%,4043,6.39,23%,Mar 2022,543526,,,
147,1087933,1054015,33918,3%,7782,0,0,41700,13%,36397,57.55,5%,Mar 2023,543526,,,
148,64255,53578,10676,17%,886,3008,1580,6974,33%,4737,34.13,21%,Mar 2012,500510,,,
149,74426,63032,11394,15%,2523,4642,1637,7638,31%,5291,37.69,22%,Mar 2013,500510,,,
150,85054,70968,14086,17%,1337,6494,1446,7483,35%,4885,35.41,27%,Mar 2014,500510,,,
151,91929,76245,15684,17%,1422,7266,2623,7217,31%,4966,34.17,32%,Mar 2015,500510,,,
152,101122,85637,15486,15%,1219,6899,1787,8020,30%,4592,30.64,40%,Mar 2016,500510,,,
153,109312,92691,16620,15%,1466,6829,2370,8887,23%,6486,43.17,22%,Mar 2017,500510,,,
154,119683,99572,20111,17%,1465,7714,2223,11639,27%,8004,52.59,30%,Mar 2018,500510,,,
155,135220,112354,22866,17%,2701,9339,1923,14305,28%,10217,63.48,28%,Mar 2019,500510,,,
156,145452,120899,24553,17%,3015,11021,2462,14086,23%,10894,68.02,26%,Mar 2020,500510,,,
157,135979,112519,23460,17%,8111,11750,2904,16918,24%,12921,82.47,44%,Mar 2021,500510,,,
158,156521,132195,24327,16%,2364,9235,2948,14508,29%,10419,61.70,36%,Mar 2022,500510,,,
159,183341,156561,26780,15%,3065,9234,3502,17109,26%,12531,74.50,32%,Mar 2023,500510,,,
160,20831,17135,3695,18%,206,143,549,3210,24%,2423,8.74,34%,Jun 2012,532281,,,
161,25581,19901,5680,22%,332,106,637,5270,23%,4040,14.49,21%,Jun 2013,532281,,,
162,32144,24108,8035,25%,677,114,681,7917,18%,6528,23.25,11%,Jun 2014,532281,,,
163,36701,28215,8486,23%,1126,91,404,9117,20%,7342,26.02,58%,Jun 2015,532281,,,
164,31136,24482,6654,21%,871,74,410,7041,20%,5602,19.86,40%,Mar 2016,532281,,,
165,47568,37178,10390,22%,1069,89,828,10542,18%,8606,30.16,40%,Mar 2017,532281,,,
166,50569,39323,11246,22%,1230,69,1383,11024,21%,8722,31.32,19%,Mar 2018,532281,,,
167,60427,46501,13926,23%,943,174,2073,12622,20%,10120,37.31,11%,Mar 2019,532281,,,
168,70676,53360,17316,24%,589,505,3420,13980,21%,11057,40.75,25%,Mar 2020,532281,,,
169,75379,55331,20048,27%,927,511,4611,15853,30%,11169,41.07,24%,Mar 2021,532281,,,
170,85651,65122,20529,24%,1067,319,4326,16951,20%,13523,49.74,84%,Mar 2022,532281,,,
171,101456,78828,22628,22%,1358,353,4145,19488,24%,14845,54.73,88%,Mar 2023,532281,,,
172,9231,7720,1511,16%,107,43,121,1454,30%,1021,10.31,39%,Mar 2012,500820,,,
173,10504,8767,1737,17%,114,42,155,1655,30%,1160,11.61,40%,Mar 2013,500820,,,
174,12220,10217,2004,16%,124,48,246,1834,31%,1263,12.71,42%,Mar 2014,500820,,,
175,13615,11372,2243,16%,142,42,266,2077,31%,1427,14.54,42%,Mar 2015,500820,,,
176,14271,11546,2725,19%,213,49,276,2614,32%,1803,18.19,41%,Mar 2016,500820,,,
177,15062,12068,2994,20%,338,37,335,2960,32%,2016,20.22,51%,Mar 2017,500820,,,
178,16825,13621,3204,19%,336,41,360,3138,33%,2098,21.26,41%,Mar 2018,500820,,,
179,19240,15475,3765,20%,274,110,622,3306,33%,2208,22.48,47%,Mar 2019,500820,,,
180,20211,16054,4157,21%,355,102,780,3629,24%,2774,28.20,43%,Mar 2020,500820,,,
181,21713,16857,4856,22%,332,92,791,4304,26%,3207,32.73,55%,Mar 2021,500820,,,
182,29101,24298,4804,17%,296,95,816,4188,26%,3085,31.59,61%,Mar 2022,500820,,,
183,34489,28229,6260,18%,431,144,858,5689,26%,4195,42.81,60%,Mar 2023,500820,,,
184,,6895,,,5487,13969,348,6270,33%,4220,20.42,16%,Mar 2012,532215,21995,1131,5%
185,,8538,,,6833,17513,359,7625,31%,5235,22.37,16%,Mar 2013,532215,27202,1151,4%
186,,9944,,,7766,18703,375,9479,33%,6311,26.86,15%,Mar 2014,532215,30736,2089,7%
187,,11521,,,8838,21341,420,11283,34%,7450,31.42,15%,Mar 2015,532215,35727,2865,8%
188,,13869,,,9955,24344,461,12690,34%,8358,35.04,14%,Mar 2016,532215,41409,3196,8%
189,,24327,,,12422,26789,527,5954,33%,3967,16.51,30%,Mar 2017,532215,45175,-5941,-13%
190,,29717,,,11863,27604,591,566,18%,464,1.78,0%,Mar 2018,532215,46614,-10706,-23%
191,,28020,,,14189,33883,737,7592,34%,5047,19.59,5%,Mar 2019,532215,56044,-5860,-10%
192,,35976,,,16342,37996,806,5280,64%,1879,6.57,0%,Mar 2020,532215,63716,-10256,-16%
193,,32621,,,13577,34627,976,9750,26%,7252,23.49,0%,Mar 2021,532215,64397,-2851,-4%
194,,31216,,,17268,34923,1046,18929,25%,14207,45.99,2%,Mar 2022,532215,68846,2707,4%
195,,31655,,,6217,43389,0,18621,42%,10919,35.16,3%,Mar 2023,532215,87448,12405,14%
196,39356,34355,5001,13%,545,1826,1224,2496,19%,2020,16.72,6%,Mar 2012,512599,,,
197,46375,40354,6021,13%,1775,3492,2298,2005,39%,1218,14.67,10%,Mar 2013,512599,,,
198,54947,45564,9383,17%,1157,5703,3223,1614,-64%,2646,20.19,7%,Mar 2014,512599,,,
199,64465,52015,12450,19%,792,7056,3522,2663,14%,2298,17.71,8%,Mar 2015,512599,,,
200,34008,32325,1684,5%,1044,1357,314,1056,7%,1000,9.19,4%,Mar 2016,512599,,,
201,36533,34631,1902,5%,749,1257,315,1079,25%,925,8.98,4%,Mar 2017,512599,,,
202,35924,33886,2038,6%,363,1250,664,487,23%,594,6.89,6%,Mar 2018,512599,,,
203,40379,38409,1969,5%,504,1625,390,459,32%,506,6.52,6%,Mar 2019,512599,,,
204,43403,41108,2294,5%,872,1572,472,1122,29%,1040,10.35,10%,Mar 2020,512599,,,
205,39537,37031,2506,6%,494,1377,537,1086,31%,1046,8.39,12%,Mar 2021,512599,,,
206,69420,65707,3714,5%,1012,2526,1248,952,50%,788,7.06,14%,Mar 2022,512599,,,
207,136978,128150,8828,6%,828,3970,2436,3250,32%,2422,21.69,6%,Mar 2023,512599,,,
208,36090,33807,2283,6%,1086,62,1162,2145,24%,1681,58.19,13%,Mar 2012,532500,,,
209,44304,39944,4361,10%,797,198,1890,3070,20%,2470,81.74,10%,Mar 2013,532500,,,
210,44542,39232,5310,12%,724,184,2116,3734,24%,2854,94.44,13%,Mar 2014,532500,,,
211,50801,43909,6892,14%,817,218,2515,4976,24%,3809,126.04,20%,Mar 2015,532500,,,
212,57589,48565,9024,16%,1464,82,2822,7585,28%,5497,181.98,19%,Mar 2016,532500,,,
213,68085,57664,10421,15%,2399,89,2604,10127,26%,7511,248.61,30%,Mar 2017,532500,,,
214,79809,67692,12118,15%,2155,346,2760,11167,29%,7881,260.86,31%,Mar 2018,532500,,,
215,86068,75012,11056,13%,2664,76,3021,10624,28%,7651,253.21,32%,Mar 2019,532500,,,
216,75660,68305,7355,10%,3410,134,3528,7103,20%,5678,187.90,32%,Mar 2020,532500,,,
217,70372,64961,5411,8%,3046,102,3034,5321,18%,4389,145.30,31%,Mar 2021,532500,,,
218,88330,82578,5752,7%,1861,127,2789,4697,17%,3880,128.43,47%,Mar 2022,532500,,,
219,117571,106554,11018,9%,2318,187,2826,10323,20%,8211,271.82,33%,Mar 2023,532500,,,
220,8848,8011,838,9%,92,44,46,840,28%,601,6.77,26%,Mar 2012,500114,,,
221,10123,9109,1014,10%,99,51,56,1006,28%,725,8.17,26%,Mar 2013,500114,,,
222,10927,9880,1047,10%,117,87,68,1010,27%,735,8.28,25%,Mar 2014,500114,,,
223,11913,10761,1153,10%,67,81,90,1049,22%,816,9.19,25%,Mar 2015,500114,,,
224,11276,10337,939,8%,69,42,98,868,22%,675,7.60,29%,Mar 2016,500114,,,
225,13261,12097,1164,9%,-42,38,111,973,28%,697,8.01,32%,Mar 2017,500114,,,
226,16120,14476,1644,10%,70,53,131,1530,28%,1102,12.73,29%,Mar 2018,500114,,,
227,19779,17785,1994,10%,178,53,163,1957,29%,1389,15.82,32%,Mar 2019,500114,,,
228,21052,18589,2463,12%,153,166,348,2102,29%,1493,16.91,24%,Mar 2020,500114,,,
229,21644,19919,1725,8%,180,203,375,1327,27%,974,10.96,37%,Mar 2021,500114,,,
230,28799,25455,3344,12%,177,218,399,2904,24%,2198,24.48,31%,Mar 2022,500114,,,
231,40575,35696,4879,12%,309,300,441,4447,26%,3274,36.61,27%,Mar 2023,500114,,,
232,8019,5047,2972,37%,702,28,291,3355,9%,3042,12.83,17%,Mar 2012,524715,,,
233,11131,6346,4784,43%,-90,43,336,4315,20%,3469,14.40,9%,Mar 2013,524715,,,
234,16080,9078,7003,44%,-1968,44,409,4581,15%,3879,15.17,10%,Mar 2014,524715,,,
235,27392,19498,7894,29%,283,579,1195,6403,14%,5476,21.92,14%,Mar 2015,524715,,,
236,28487,20313,8174,29%,-42,523,1038,6571,14%,5658,18.89,5%,Mar 2016,524715,,,
237,31578,21476,10102,32%,610,400,1265,9048,13%,7846,29.03,12%,Mar 2017,524715,,,
238,26489,20858,5631,21%,-135,518,1500,3479,26%,2542,8.73,23%,Mar 2018,524715,,,
239,29066,22689,6377,22%,-258,555,1753,3810,16%,3208,11.11,25%,Mar 2019,524715,,,
240,32838,25855,6983,21%,382,303,2053,5010,16%,4172,15.69,25%,Mar 2020,524715,,,
241,33498,25028,8470,25%,-3449,141,2080,2799,18%,2272,12.10,62%,Mar 2021,524715,,,
242,38654,28397,10258,27%,-3505,127,2144,4481,24%,3389,13.64,73%,Mar 2022,524715,,,
243,43886,32239,11647,27%,463,172,2529,9408,9%,8513,35.32,33%,Mar 2023,524715,,,
244,2715,920,1794,66%,1190,744,14,2226,15%,1890,8.40,2%,Mar 2012,532978,,,
245,8055,4124,3931,49%,2,1204,22,2708,18%,2214,9.89,2%,Mar 2013,532978,,,
246,6023,1531,4491,75%,3,1562,31,2902,24%,2191,9.71,2%,Mar 2014,532978,,,
247,11335,5823,5511,49%,8,2230,38,3251,26%,2409,10.62,2%,Mar 2015,532978,,,
248,20533,13795,6739,33%,0,2877,58,3804,27%,2775,11.71,1%,Mar 2016,532978,,,
249,24507,15794,8713,36%,0,3716,73,4925,30%,3450,14.21,1%,Mar 2017,532978,,,
250,32862,22074,10788,33%,1,4531,160,6099,32%,4176,16.65,1%,Mar 2018,532978,,,
251,42605,27569,15037,35%,2,6657,226,8155,34%,5374,20.23,1%,Mar 2019,532978,,,
252,54351,36094,18258,34%,0,9500,457,8302,28%,5994,21.17,2%,Mar 2020,532978,,,
253,60592,40950,19641,32%,-7,9274,498,9862,25%,7367,28.09,1%,Mar 2021,532978,,,
254,68406,46951,21455,31%,8,9629,563,11271,26%,8314,28.63,1%,Mar 2022,532978,,,
255,82071,52383,29688,36%,2,12201,678,16811,27%,12210,40.29,2%,Mar 2023,532978,,,
256,2209,2071,138,6%,14,26,37,89,32%,60,1.13,0%,Mar 2012,540376,,,
257,3341,3126,215,6%,15,43,46,141,34%,94,1.73,0%,Mar 2013,540376,,,
258,4686,4345,341,7%,16,56,57,245,34%,161,2.95,0%,Mar 2014,540376,,,
259,6439,5983,456,7%,20,72,82,323,34%,212,3.77,0%,Mar 2015,540376,,,
260,8584,7919,664,8%,17,91,98,492,35%,320,5.70,0%,Mar 2016,540376,,,
261,11898,10929,969,8%,28,122,128,747,36%,479,7.67,0%,Mar 2017,540376,,,
262,15033,13680,1353,9%,88,60,159,1222,34%,806,12.92,0%,Mar 2018,540376,,,
263,20005,18371,1633,8%,48,47,212,1422,37%,902,14.46,0%,Mar 2019,540376,,,
264,24870,22742,2128,9%,60,69,374,1745,25%,1301,20.09,0%,Mar 2020,540376,,,
265,24143,22398,1745,7%,194,42,414,1483,26%,1099,16.97,0%,Mar 2021,540376,,,
266,30976,28474,2502,8%,114,54,498,2064,28%,1492,23.04,0%,Mar 2022,540376,,,
267,42840,39203,3637,8%,129,67,639,3060,22%,2378,36.69,0%,Mar 2023,540376,,,
268,18551,14357,4194,23%,371,256,963,3345,28%,2397,87.69,9%,Mar 2012,532538,,,
269,20514,15674,4839,24%,304,252,1023,3867,30%,2688,97.66,9%,Mar 2013,532538,,,
270,20730,16695,4035,19%,322,361,1139,2858,23%,2213,80.44,11%,Mar 2014,532538,,,
271,23306,18881,4425,19%,350,587,1203,2986,30%,2102,76.47,12%,Mar 2015,532538,,,
272,25153,20252,4901,19%,464,566,1377,3421,28%,2480,90.30,11%,Mar 2016,532538,,,
