,sentence,prefix,suffix,dir,header,ScripCode,dir_status
214,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532978,good
215,Net Sales - QoQ Growth in quarter ended Mar 2023 is 8.59% vs 4.58% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 8.59% vs 4.58% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532978,good
216,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -0.73% vs 14.46% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -0.73% vs 14.46% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532978,bad
217,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 4.13% vs 6.00% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 4.13% vs 6.00% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532978,bad
218,Interest - QoQ Growth in quarter ended Mar 2023 is 6.01% vs 9.44% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 6.01% vs 9.44% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532978,good
219,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532978,bad
220,Net Sales - YoY Growth in quarter ended Mar 2023 is 20.57% vs 18.55% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 20.57% vs 18.55% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540376,good
221,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 7.80% vs 3.13% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 7.80% vs 3.13% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540376,good
222,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 4.36% vs 20.67% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 4.36% vs 20.67% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540376,bad
223,Interest - YoY Growth in quarter ended Mar 2023 is -6.61% vs 35.64% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -6.61% vs 35.64% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540376,good
224,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540376,bad
225,Net Sales - QoQ Growth in quarter ended Mar 2023 is -8.43% vs 8.75% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -8.43% vs 8.75% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540376,bad
226,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -21.97% vs -14.01% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -21.97% vs -14.01% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540376,bad
227,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -20.07% vs 8.21% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -20.07% vs 8.21% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540376,bad
228,Interest - QoQ Growth in quarter ended Mar 2023 is -8.54% vs -3.96% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -8.54% vs -3.96% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,540376,good
229,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540376,bad
230,Net Sales - YoY Growth in quarter ended Mar 2023 is 18.36% vs 9.45% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 18.36% vs 9.45% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532538,good
231,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -36.42% vs 47.61% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -36.42% vs 47.61% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532538,bad
232,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 8.13% vs -16.74% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 8.13% vs -16.74% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532538,good
233,Interest - YoY Growth in quarter ended Mar 2023 is -7.23% vs -45.30% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -7.23% vs -45.30% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532538,bad
234,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532538,bad
235,Net Sales - QoQ Growth in quarter ended Mar 2023 is 20.24% vs 11.72% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 20.24% vs 11.72% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532538,good
236,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 57.43% vs 40.02% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 57.43% vs 40.02% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532538,good
237,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 42.24% vs 25.14% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 42.24% vs 25.14% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532538,good
238,Interest - QoQ Growth in quarter ended Mar 2023 is -11.08% vs 7.46% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -11.08% vs 7.46% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532538,good
239,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532538,good
240,Net Sales - YoY Growth in quarter ended Mar 2023 is 11.17% vs 28.41% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 11.17% vs 28.41% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,507685,bad
241,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -0.41% vs 3.87% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -0.41% vs 3.87% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,507685,bad
242,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 8.87% vs 2.74% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 8.87% vs 2.74% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,507685,good
243,Interest - YoY Growth in quarter ended Mar 2023 is 66.57% vs 53.03% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 66.57% vs 53.03% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,507685,bad
244,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,507685,bad
245,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.17% vs 3.06% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.17% vs 3.06% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,507685,bad
246,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 0.71% vs 14.81% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 0.71% vs 14.81% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,507685,bad
247,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -0.93% vs 15.37% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -0.93% vs 15.37% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,507685,bad
248,Interest - QoQ Growth in quarter ended Mar 2023 is -1.45% vs 27.84% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -1.45% vs 27.84% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,507685,good
249,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,507685,bad
250,Net Sales - QoQ Growth in quarter ended Dec 2022 is 0.33% vs -7.78% in Sep 2022,Net Sales,QoQ Growth in quarter ended Dec 2022 is 0.33% vs -7.78% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500312,good
251,Consolidated Net Profit - QoQ Growth in quarter ended Dec 2022 is 38.43% vs -30.47% in Sep 2022,Consolidated Net Profit,QoQ Growth in quarter ended Dec 2022 is 38.43% vs -30.47% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500312,good
252,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Dec 2022 is 58.43% vs -26.79% in Sep 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Dec 2022 is 58.43% vs -26.79% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500312,good
253,Interest - QoQ Growth in quarter ended Dec 2022 is 9.81% vs 21.53% in Sep 2022,Interest,QoQ Growth in quarter ended Dec 2022 is 9.81% vs 21.53% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500312,good
254,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Dec 2022 has improved from Sep 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Dec 2022 has improved from Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500312,good
255,Net Sales - YoY Growth in quarter ended Dec 2022 is 16.16% vs 45.25% in Dec 2021,Net Sales,YoY Growth in quarter ended Dec 2022 is 16.16% vs 45.25% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500312,bad
256,Consolidated Net Profit - YoY Growth in quarter ended Dec 2022 is 5.10% vs 334.12% in Dec 2021,Consolidated Net Profit,YoY Growth in quarter ended Dec 2022 is 5.10% vs 334.12% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500312,bad
257,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Dec 2022 is 2.36% vs 89.44% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Dec 2022 is 2.36% vs 89.44% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500312,bad
258,Interest - YoY Growth in quarter ended Dec 2022 is 57.61% vs 19.94% in Dec 2021,Interest,YoY Growth in quarter ended Dec 2022 is 57.61% vs 19.94% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500312,bad
259,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Dec 2022 has fallen from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Dec 2022 has fallen from Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500312,bad
260,Net Sales - QoQ Growth in quarter ended Mar 2023 is 13.59% vs -7.52% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 13.59% vs -7.52% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500790,good
261,Standaloned Net Profit - QoQ Growth in quarter ended Mar 2023 is 17.29% vs -5.05% in Dec 2022,Standaloned Net Profit,QoQ Growth in quarter ended Mar 2023 is 17.29% vs -5.05% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500790,good
262,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 12.59% vs -3.09% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 12.59% vs -3.09% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500790,good
263,Interest - QoQ Growth in quarter ended Mar 2023 is -17.44% vs 20.54% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -17.44% vs 20.54% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500790,good
264,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500790,bad
265,Net Sales - YoY Growth in quarter ended Mar 2023 is 21.34% vs 10.07% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 21.34% vs 10.07% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500790,good
266,Standaloned Net Profit - YoY Growth in quarter ended Mar 2023 is 24.69% vs -1.91% in Mar 2022,Standaloned Net Profit,YoY Growth in quarter ended Mar 2023 is 24.69% vs -1.91% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500790,good
267,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 18.95% vs -0.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 18.95% vs -0.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500790,good
268,Interest - YoY Growth in quarter ended Mar 2023 is 4.02% vs -34.16% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 4.02% vs -34.16% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500790,bad
269,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500790,bad
270,Net Sales - QoQ Growth in quarter ended Mar 2023 is 19.71% vs 11.15% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 19.71% vs 11.15% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500570,good
271,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 82.84% vs 413.11% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 82.84% vs 413.11% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500570,bad
272,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 21.20% vs 94.18% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 21.20% vs 94.18% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500570,bad
273,Interest - QoQ Growth in quarter ended Mar 2023 is -1.28% vs 7.58% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -1.28% vs 7.58% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500570,good
274,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500570,good
275,Net Sales - YoY Growth in quarter ended Mar 2023 is 35.05% vs -11.50% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 35.05% vs -11.50% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500570,good
276,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 623.58% vs 86.42% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 623.58% vs 86.42% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500570,good
277,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 58.33% vs -38.07% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 58.33% vs -38.07% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500570,good
278,Interest - YoY Growth in quarter ended Mar 2023 is 10.97% vs 10.99% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 10.97% vs 10.99% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500570,good
279,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500570,good
280,Net Sales - YoY Growth in quarter ended Mar 2023 is 19.33% vs 23.20% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 19.33% vs 23.20% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532555,bad
281,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -5.92% vs 13.75% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -5.92% vs 13.75% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532555,bad
282,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 4.52% vs 46.99% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 4.52% vs 46.99% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532555,bad
283,Interest - YoY Growth in quarter ended Mar 2023 is 18.77% vs 15.58% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 18.77% vs 15.58% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532555,bad
284,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532555,bad
285,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.78% vs 0.97% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.78% vs 0.97% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532555,bad
286,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 1.76% vs 43.08% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 1.76% vs 43.08% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532555,bad
287,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -17.51% vs 37.71% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -17.51% vs 37.71% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532555,bad
288,Interest - QoQ Growth in quarter ended Mar 2023 is -9.74% vs 19.48% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -9.74% vs 19.48% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532555,good
289,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532555,bad
290,Net Sales - QoQ Growth in quarter ended Mar 2023 is 20.00% vs -6.33% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 20.00% vs -6.33% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500228,good
291,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 647.76% vs 157.78% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 647.76% vs 157.78% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500228,good
292,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 74.60% vs 159.53% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 74.60% vs 159.53% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500228,bad
293,Interest - QoQ Growth in quarter ended Mar 2023 is 17.54% vs 19.44% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 17.54% vs 19.44% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500228,good
294,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500228,good
295,Net Sales - YoY Growth in quarter ended Mar 2023 is 0.14% vs 74.11% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 0.14% vs 74.11% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500228,bad
296,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 13.30% vs -22.96% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 13.30% vs -22.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500228,good
297,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -13.56% vs 8.82% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -13.56% vs 8.82% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500228,bad
298,Interest - YoY Growth in quarter ended Mar 2023 is 21.75% vs 74.73% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 21.75% vs 74.73% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500228,good
299,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500228,bad
300,Net Sales - YoY Growth in quarter ended Mar 2023 is 14.76% vs 1.68% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 14.76% vs 1.68% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532898,good
301,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 3.95% vs 17.87% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 3.95% vs 17.87% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532898,bad
302,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 16.79% vs 0.49% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 16.79% vs 0.49% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532898,good
303,Interest - YoY Growth in quarter ended Mar 2023 is 18.39% vs 11.12% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 18.39% vs 11.12% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532898,bad
304,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532898,good
305,Net Sales - QoQ Growth in quarter ended Mar 2023 is 8.90% vs 1.00% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 8.90% vs 1.00% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532898,good
306,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 18.52% vs -0.13% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 18.52% vs -0.13% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532898,good
307,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 10.27% vs 4.96% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 10.27% vs 4.96% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532898,good
308,Interest - QoQ Growth in quarter ended Mar 2023 is -17.82% vs 37.69% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -17.82% vs 37.69% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532898,good
309,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532898,good
310,Net Sales - QoQ Growth in quarter ended Mar 2023 is 5.70% vs 2.51% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 5.70% vs 2.51% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500520,good
311,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -1.49% vs -3.47% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -1.49% vs -3.47% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500520,good
312,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 6.00% vs 3.64% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 6.00% vs 3.64% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500520,good
313,Interest - QoQ Growth in quarter ended Mar 2023 is 2.38% vs 15.48% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 2.38% vs 15.48% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500520,good
314,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500520,good
315,Net Sales - YoY Growth in quarter ended Mar 2023 is 24.80% vs 20.87% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 24.80% vs 20.87% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500520,good
316,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 17.85% vs 109.07% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 17.85% vs 109.07% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500520,bad
317,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 30.16% vs 10.13% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 30.16% vs 10.13% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500520,good
318,Interest - YoY Growth in quarter ended Mar 2023 is 33.67% vs -12.89% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 33.67% vs -12.89% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500520,bad
319,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500520,good
320,Net Sales - QoQ Growth in quarter ended Mar 2023 is 31.68% vs 24.40% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 31.68% vs 24.40% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,541450,good
