,sentence,prefix,suffix,dir,header,ScripCode,dir_status
120,Borrowings - YoY Growth in year ended Mar 2022 is -9.48% vs 14.00% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -9.48% vs 14.00% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500312,good
121,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -27.89% vs 78.69% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -27.89% vs 78.69% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500312,good
122,Fixed Assets - YoY Growth in year ended Mar 2022 is 6.66% vs 5.72% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 6.66% vs 5.72% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500312,good
123,Investments - YoY Growth in year ended Mar 2022 is 11.60% vs 6.79% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 11.60% vs 6.79% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500312,good
124,Current Assets - YoY Growth in year ended Mar 2022 is 13.89% vs 15.38% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 13.89% vs 15.38% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500312,bad
125,Borrowings - YoY Growth in year ended Dec 2022 is -11.83% vs -2.24% in Dec 2021,Borrowings,YoY Growth in year ended Dec 2022 is -11.83% vs -2.24% in Dec 2021,1.0,Balance Sheet Analysis Highlights,500790,good
126,Other Long Term Liabilities - YoY Growth in year ended Dec 2022 is -1.08% vs 139.36% in Dec 2021,Other Long Term Liabilities,YoY Growth in year ended Dec 2022 is -1.08% vs 139.36% in Dec 2021,1.0,Balance Sheet Analysis Highlights,500790,good
127,Fixed Assets - YoY Growth in year ended Dec 2022 is 5.69% vs 11.23% in Dec 2021,Fixed Assets,YoY Growth in year ended Dec 2022 is 5.69% vs 11.23% in Dec 2021,-1.0,Balance Sheet Analysis Highlights,500790,bad
128,Investments - YoY Growth in year ended Dec 2022 is -21.18% vs -4.07% in Dec 2021,Investments,YoY Growth in year ended Dec 2022 is -21.18% vs -4.07% in Dec 2021,-1.0,Balance Sheet Analysis Highlights,500790,bad
129,Current Assets - YoY Growth in year ended Dec 2022 is 26.35% vs -34.00% in Dec 2021,Current Assets,YoY Growth in year ended Dec 2022 is 26.35% vs -34.00% in Dec 2021,1.0,Balance Sheet Analysis Highlights,500790,good
130,Borrowings - YoY Growth in year ended Mar 2022 is 0.32% vs 15.15% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 0.32% vs 15.15% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500570,good
131,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -7.15% vs 14.06% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -7.15% vs 14.06% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500570,good
132,Fixed Assets - YoY Growth in year ended Mar 2022 is -3.48% vs 8.62% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -3.48% vs 8.62% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500570,bad
133,Investments - YoY Growth in year ended Mar 2022 is 19.77% vs 2.24% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 19.77% vs 2.24% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500570,good
134,Current Assets - YoY Growth in year ended Mar 2022 is 0.06% vs 22.83% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 0.06% vs 22.83% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500570,bad
135,Borrowings - YoY Growth in year ended Mar 2022 is 0.12% vs 8.69% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 0.12% vs 8.69% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532555,good
136,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -12.10% vs 20.10% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -12.10% vs 20.10% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532555,good
137,Fixed Assets - YoY Growth in year ended Mar 2022 is 5.09% vs 5.12% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 5.09% vs 5.12% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532555,bad
138,Investments - YoY Growth in year ended Mar 2022 is 5.32% vs 8.41% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 5.32% vs 8.41% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532555,bad
139,Current Assets - YoY Growth in year ended Mar 2022 is 2.57% vs 0.31% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 2.57% vs 0.31% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532555,good
140,Borrowings - YoY Growth in year ended Mar 2022 is 8.69% vs 21.48% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 8.69% vs 21.48% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500228,good
141,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -29.55% vs -11.63% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -29.55% vs -11.63% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500228,good
142,Fixed Assets - YoY Growth in year ended Mar 2022 is 19.80% vs 9.42% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 19.80% vs 9.42% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500228,good
143,Investments - YoY Growth in year ended Mar 2022 is -33.42% vs 418.43% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -33.42% vs 418.43% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500228,bad
144,Current Assets - YoY Growth in year ended Mar 2022 is 82.34% vs -1.72% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 82.34% vs -1.72% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500228,good
145,Borrowings - YoY Growth in year ended Mar 2022 is -5.97% vs 3.46% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -5.97% vs 3.46% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532898,good
146,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -4.50% vs 2.23% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -4.50% vs 2.23% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532898,good
147,Fixed Assets - YoY Growth in year ended Mar 2022 is -1.84% vs -3.52% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -1.84% vs -3.52% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532898,good
148,Investments - YoY Growth in year ended Mar 2022 is 154.96% vs 3.81% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 154.96% vs 3.81% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532898,good
149,Current Assets - YoY Growth in year ended Mar 2022 is -11.86% vs 40.16% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -11.86% vs 40.16% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532898,bad
150,Borrowings - YoY Growth in year ended Mar 2022 is -5.97% vs -8.14% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -5.97% vs -8.14% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500520,bad
151,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 7.06% vs 19.04% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 7.06% vs 19.04% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500520,good
152,Fixed Assets - YoY Growth in year ended Mar 2022 is 12.37% vs -19.80% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 12.37% vs -19.80% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500520,good
153,Investments - YoY Growth in year ended Mar 2022 is 2.48% vs 45.15% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 2.48% vs 45.15% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500520,bad
154,Current Assets - YoY Growth in year ended Mar 2022 is 4.17% vs 12.64% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 4.17% vs 12.64% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500520,bad
155,Borrowings - YoY Growth in year ended Mar 2022 is 118.60% vs 73.95% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 118.60% vs 73.95% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,541450,bad
156,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 99.20% vs 111.84% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 99.20% vs 111.84% in Mar 2021,1.0,Balance Sheet Analysis Highlights,541450,good
157,Fixed Assets - YoY Growth in year ended Mar 2022 is 128.57% vs 53.75% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 128.57% vs 53.75% in Mar 2021,1.0,Balance Sheet Analysis Highlights,541450,good
158,Investments - YoY Growth in year ended Mar 2022 is -74.48% vs 2.14% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -74.48% vs 2.14% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,541450,bad
159,Current Assets - YoY Growth in year ended Mar 2022 is 56.91% vs 38.49% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 56.91% vs 38.49% in Mar 2021,1.0,Balance Sheet Analysis Highlights,541450,good
160,Borrowings - YoY Growth in year ended Mar 2022 is 33.03% vs 19.54% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 33.03% vs 19.54% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532921,bad
161,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 59.25% vs -9.07% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 59.25% vs -9.07% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532921,bad
162,Fixed Assets - YoY Growth in year ended Mar 2022 is 15.95% vs 46.45% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 15.95% vs 46.45% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532921,bad
163,Investments - YoY Growth in year ended Mar 2022 is 438.85% vs -5.89% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 438.85% vs -5.89% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532921,good
164,Current Assets - YoY Growth in year ended Mar 2022 is 37.91% vs -12.90% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 37.91% vs -12.90% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532921,good
165,Borrowings - YoY Growth in year ended Mar 2022 is -43.74% vs -8.45% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -43.74% vs -8.45% in Mar 2021,1.0,Balance Sheet Analysis Highlights,533278,good
166,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 23.23% vs 7.22% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 23.23% vs 7.22% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,533278,bad
167,Fixed Assets - YoY Growth in year ended Mar 2022 is 12.46% vs 17.21% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 12.46% vs 17.21% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,533278,bad
168,Investments - YoY Growth in year ended Mar 2022 is 4.72% vs 23.73% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 4.72% vs 23.73% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,533278,bad
169,Current Assets - YoY Growth in year ended Mar 2022 is 9.54% vs 1.49% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 9.54% vs 1.49% in Mar 2021,1.0,Balance Sheet Analysis Highlights,533278,good
170,Borrowings - YoY Growth in year ended Mar 2022 is 25.36% vs 29.38% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 25.36% vs 29.38% in Mar 2021,1.0,Balance Sheet Analysis Highlights,540005,good
171,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -6.71% vs -30.19% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -6.71% vs -30.19% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540005,bad
172,Fixed Assets - YoY Growth in year ended Mar 2022 is 76.52% vs 20.11% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 76.52% vs 20.11% in Mar 2021,1.0,Balance Sheet Analysis Highlights,540005,good
173,"Investments - YoY Growth in year ended Mar 2022 is 240.97% vs 50,550.00% in Mar 2021",Investments,"YoY Growth in year ended Mar 2022 is 240.97% vs 50,550.00% in Mar 2021",1.0,Balance Sheet Analysis Highlights,540005,good
174,Current Assets - YoY Growth in year ended Mar 2022 is 9.03% vs 28.48% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 9.03% vs 28.48% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540005,bad
175,Borrowings - YoY Growth in year ended Mar 2022 is -60.67% vs NA in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -60.67% vs NA in Mar 2021,1.0,Balance Sheet Analysis Highlights,500188,good
176,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -1.34% vs NA in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -1.34% vs NA in Mar 2021,1.0,Balance Sheet Analysis Highlights,500188,good
177,Fixed Assets - YoY Growth in year ended Mar 2022 is 3.96% vs NA in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 3.96% vs NA in Mar 2021,1.0,Balance Sheet Analysis Highlights,500188,good
178,Investments - YoY Growth in year ended Mar 2022 is  vs NA in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is  vs NA in Mar 2021,0.0,Balance Sheet Analysis Highlights,500188,neutral
179,Current Assets - YoY Growth in year ended Mar 2022 is -2.39% vs NA in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -2.39% vs NA in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500188,bad
180,Borrowings - YoY Growth in year ended Mar 2022 is -14.68% vs -28.80% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -14.68% vs -28.80% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500470,bad
181,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -9.36% vs 250.01% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -9.36% vs 250.01% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500470,good
182,Fixed Assets - YoY Growth in year ended Mar 2022 is 1.25% vs -3.28% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 1.25% vs -3.28% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500470,good
183,Investments - YoY Growth in year ended Mar 2022 is 33.28% vs 21.37% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 33.28% vs 21.37% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500470,good
184,Current Assets - YoY Growth in year ended Mar 2022 is 53.72% vs 2.52% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 53.72% vs 2.52% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500470,good
185,Borrowings - YoY Growth in year ended Mar 2022 is 29.08% vs 31.63% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 29.08% vs 31.63% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500331,good
186,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 22.98% vs 4.39% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 22.98% vs 4.39% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500331,bad
187,Fixed Assets - YoY Growth in year ended Mar 2022 is 3.77% vs 137.31% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 3.77% vs 137.31% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500331,bad
188,Investments - YoY Growth in year ended Mar 2022 is -16.03% vs -27.22% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -16.03% vs -27.22% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500331,good
189,Current Assets - YoY Growth in year ended Mar 2022 is 14.23% vs -6.53% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 14.23% vs -6.53% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500331,good
190,Borrowings - YoY Growth in year ended Mar 2022 is 1.08% vs -3.29% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 1.08% vs -3.29% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532977,bad
191,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -7.28% vs -7.07% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -7.28% vs -7.07% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532977,good
192,Fixed Assets - YoY Growth in year ended Mar 2022 is 14.15% vs -3.57% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 14.15% vs -3.57% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532977,good
193,Investments - YoY Growth in year ended Mar 2022 is 29.95% vs -2.77% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 29.95% vs -2.77% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532977,good
194,Current Assets - YoY Growth in year ended Mar 2022 is -26.94% vs 114.44% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -26.94% vs 114.44% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532977,bad
195,Borrowings - YoY Growth in year ended Mar 2022 is 13.43% vs -13.53% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 13.43% vs -13.53% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,530965,bad
196,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 8.29% vs 241.15% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 8.29% vs 241.15% in Mar 2021,1.0,Balance Sheet Analysis Highlights,530965,good
197,Fixed Assets - YoY Growth in year ended Mar 2022 is 7.64% vs 7.58% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 7.64% vs 7.58% in Mar 2021,1.0,Balance Sheet Analysis Highlights,530965,good
198,Investments - YoY Growth in year ended Mar 2022 is 25.13% vs 29.89% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 25.13% vs 29.89% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,530965,bad
199,Current Assets - YoY Growth in year ended Mar 2022 is 26.38% vs 4.94% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 26.38% vs 4.94% in Mar 2021,1.0,Balance Sheet Analysis Highlights,530965,good
200,Borrowings - YoY Growth in year ended Sep 2022 is -100.00% vs  in Sep 2021,Borrowings,YoY Growth in year ended Sep 2022 is -100.00% vs  in Sep 2021,1.0,Balance Sheet Analysis Highlights,500550,good
201,Other Long Term Liabilities - YoY Growth in year ended Sep 2022 is -59.75% vs 162.65% in Sep 2021,Other Long Term Liabilities,YoY Growth in year ended Sep 2022 is -59.75% vs 162.65% in Sep 2021,1.0,Balance Sheet Analysis Highlights,500550,good
202,Fixed Assets - YoY Growth in year ended Sep 2022 is -4.92% vs 57.68% in Sep 2021,Fixed Assets,YoY Growth in year ended Sep 2022 is -4.92% vs 57.68% in Sep 2021,-1.0,Balance Sheet Analysis Highlights,500550,bad
203,"Investments - YoY Growth in year ended Sep 2022 is -20.99% vs 97,100.00% in Sep 2021",Investments,"YoY Growth in year ended Sep 2022 is -20.99% vs 97,100.00% in Sep 2021",-1.0,Balance Sheet Analysis Highlights,500550,bad
204,Current Assets - YoY Growth in year ended Sep 2022 is 16.28% vs 3.37% in Sep 2021,Current Assets,YoY Growth in year ended Sep 2022 is 16.28% vs 3.37% in Sep 2021,1.0,Balance Sheet Analysis Highlights,500550,good
205,Borrowings - YoY Growth in year ended Mar 2022 is 0.00% vs  in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 0.00% vs  in Mar 2021,0.0,Balance Sheet Analysis Highlights,540777,neutral
206,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 26.66% vs 36.08% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 26.66% vs 36.08% in Mar 2021,1.0,Balance Sheet Analysis Highlights,540777,good
207,"Fixed Assets - YoY Growth in year ended Mar 2022 is 1,652.21% vs 3.27% in Mar 2021",Fixed Assets,"YoY Growth in year ended Mar 2022 is 1,652.21% vs 3.27% in Mar 2021",-1.0,Balance Sheet Analysis Highlights,540777,bad
208,Investments - YoY Growth in year ended Mar 2022 is 24.95% vs 36.59% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 24.95% vs 36.59% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540777,bad
209,Current Assets - YoY Growth in year ended Mar 2022 is 24.95% vs 36.59% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 24.95% vs 36.59% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540777,bad
210,,Borrowings,No Borrowings in the last few periods;,,Balance Sheet Analysis Highlights,540719,
211,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 20.92% vs 37.95% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 20.92% vs 37.95% in Mar 2021,1.0,Balance Sheet Analysis Highlights,540719,good
212,Fixed Assets - YoY Growth in year ended Mar 2022 is -6.84% vs -2.71% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -6.84% vs -2.71% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540719,bad
213,Investments - YoY Growth in year ended Mar 2022 is 21.06% vs 37.74% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 21.06% vs 37.74% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540719,bad
214,Current Assets - YoY Growth in year ended Mar 2022 is 21.06% vs 37.74% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 21.06% vs 37.74% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540719,bad
215,Borrowings - YoY Growth in year ended Mar 2022 is -40.57% vs 5.28% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -40.57% vs 5.28% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532868,good
216,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -17.42% vs -5.87% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -17.42% vs -5.87% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532868,good
217,Fixed Assets - YoY Growth in year ended Mar 2022 is -4.73% vs -10.92% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -4.73% vs -10.92% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532868,good
218,Investments - YoY Growth in year ended Mar 2022 is 2.85% vs 4.13% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 2.85% vs 4.13% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532868,bad
219,Current Assets - YoY Growth in year ended Mar 2022 is -9.41% vs -7.64% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -9.41% vs -7.64% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532868,bad
220,Borrowings - YoY Growth in year ended Mar 2022 is -5.45% vs 9.26% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -5.45% vs 9.26% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500300,good
221,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 15.23% vs 26.82% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 15.23% vs 26.82% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500300,good
222,Fixed Assets - YoY Growth in year ended Mar 2022 is 5.54% vs -0.81% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 5.54% vs -0.81% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500300,good
223,Investments - YoY Growth in year ended Mar 2022 is 18.70% vs 32.36% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 18.70% vs 32.36% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500300,bad
224,Current Assets - YoY Growth in year ended Mar 2022 is -2.07% vs 12.66% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -2.07% vs 12.66% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500300,bad
225,Borrowings - YoY Growth in year ended Mar 2022 is -17.24% vs 37.81% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -17.24% vs 37.81% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500825,good
226,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 10.59% vs 29.01% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 10.59% vs 29.01% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500825,good
227,Fixed Assets - YoY Growth in year ended Mar 2022 is 21.37% vs -0.28% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 21.37% vs -0.28% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500825,good
228,Investments - YoY Growth in year ended Mar 2022 is -32.76% vs -26.18% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -32.76% vs -26.18% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500825,bad
229,Current Assets - YoY Growth in year ended Mar 2022 is -10.16% vs 20.26% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -10.16% vs 20.26% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500825,bad
230,Borrowings - YoY Growth in year ended Mar 2022 is -6.87% vs 14.51% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -6.87% vs 14.51% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500295,good
231,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 5.28% vs -4.38% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 5.28% vs -4.38% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500295,bad
232,Fixed Assets - YoY Growth in year ended Mar 2022 is 3.21% vs -1.32% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 3.21% vs -1.32% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500295,good
233,Investments - YoY Growth in year ended Mar 2022 is -3.21% vs 64.21% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -3.21% vs 64.21% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500295,bad
234,Current Assets - YoY Growth in year ended Mar 2022 is 22.01% vs -2.28% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 22.01% vs -2.28% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500295,good
235,Borrowings - YoY Growth in year ended Mar 2022 is -10.33% vs -31.56% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -10.33% vs -31.56% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532755,bad
236,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 11.92% vs -6.14% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 11.92% vs -6.14% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532755,bad
237,Fixed Assets - YoY Growth in year ended Mar 2022 is 73.27% vs 5.73% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 73.27% vs 5.73% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532755,good
238,Investments - YoY Growth in year ended Mar 2022 is -20.64% vs 74.76% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -20.64% vs 74.76% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532755,bad
