,sentence,prefix,suffix,dir,header,ScripCode,dir_status
117,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -9.51% vs -0.46% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -9.51% vs -0.46% in Mar 2022,-1.0,Annual Analysis Highlights,532538,bad
118,Interest - YoY Growth in year ended Mar 2023 is -34.08% vs -36.41% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -34.08% vs -36.41% in Mar 2022,-1.0,Annual Analysis Highlights,532538,bad
119,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532538,bad
120,Net Sales - YoY Growth in year ended Mar 2023 is 14.09% vs 28.06% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 14.09% vs 28.06% in Mar 2022,-1.0,Annual Analysis Highlights,507685,bad
121,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -7.19% vs 13.27% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -7.19% vs 13.27% in Mar 2022,-1.0,Annual Analysis Highlights,507685,bad
122,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 1.02% vs 12.95% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 1.02% vs 12.95% in Mar 2022,-1.0,Annual Analysis Highlights,507685,bad
123,Interest - YoY Growth in year ended Mar 2023 is 89.24% vs 4.66% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 89.24% vs 4.66% in Mar 2022,-1.0,Annual Analysis Highlights,507685,bad
124,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,507685,bad
125,Net Sales - YoY Growth in year ended Mar 2022 is 47.48% vs -15.16% in Mar 2021,Net Sales,YoY Growth in year ended Mar 2022 is 47.48% vs -15.16% in Mar 2021,1.0,Annual Analysis Highlights,500312,good
126,Consolidated Net Profit - YoY Growth in year ended Mar 2022 is 180.16% vs 48.97% in Mar 2021,Consolidated Net Profit,YoY Growth in year ended Mar 2022 is 180.16% vs 48.97% in Mar 2021,1.0,Annual Analysis Highlights,500312,good
127,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2022 is 61.47% vs -5.14% in Mar 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2022 is 61.47% vs -5.14% in Mar 2021,1.0,Annual Analysis Highlights,500312,good
128,Interest - YoY Growth in year ended Mar 2022 is 12.15% vs -27.44% in Mar 2021,Interest,YoY Growth in year ended Mar 2022 is 12.15% vs -27.44% in Mar 2021,-1.0,Annual Analysis Highlights,500312,bad
129,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2022 has improved from Mar 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2022 has improved from Mar 2021,1.0,Annual Analysis Highlights,500312,good
130,Net Sales - YoY Growth in year ended Dec 2022 is 14.49% vs 10.34% in Dec 2021,Net Sales,YoY Growth in year ended Dec 2022 is 14.49% vs 10.34% in Dec 2021,1.0,Annual Analysis Highlights,500790,good
131,Standaloned Net Profit - YoY Growth in year ended Dec 2022 is 12.85% vs 1.73% in Dec 2021,Standaloned Net Profit,YoY Growth in year ended Dec 2022 is 12.85% vs 1.73% in Dec 2021,1.0,Annual Analysis Highlights,500790,good
132,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Dec 2022 is 4.10% vs 11.40% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Dec 2022 is 4.10% vs 11.40% in Dec 2021,-1.0,Annual Analysis Highlights,500790,bad
133,Interest - YoY Growth in year ended Dec 2022 is -23.36% vs 22.84% in Dec 2021,Interest,YoY Growth in year ended Dec 2022 is -23.36% vs 22.84% in Dec 2021,1.0,Annual Analysis Highlights,500790,good
134,Operating Profit Margin (Excl OI) - YoY Growth in year ended Dec 2022 has fallen from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Dec 2022 has fallen from Dec 2021,-1.0,Annual Analysis Highlights,500790,bad
135,Net Sales - YoY Growth in year ended Mar 2023 is 24.25% vs 11.47% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 24.25% vs 11.47% in Mar 2022,1.0,Annual Analysis Highlights,500570,good
136,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 121.10% vs 14.94% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 121.10% vs 14.94% in Mar 2022,1.0,Annual Analysis Highlights,500570,good
137,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 29.12% vs -23.43% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 29.12% vs -23.43% in Mar 2022,1.0,Annual Analysis Highlights,500570,good
138,Interest - YoY Growth in year ended Mar 2023 is 9.81% vs 15.00% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 9.81% vs 15.00% in Mar 2022,1.0,Annual Analysis Highlights,500570,good
139,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,500570,good
140,Net Sales - YoY Growth in year ended Mar 2023 is 32.82% vs 18.95% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 32.82% vs 18.95% in Mar 2022,1.0,Annual Analysis Highlights,532555,good
141,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 1.42% vs 13.95% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 1.42% vs 13.95% in Mar 2022,-1.0,Annual Analysis Highlights,532555,bad
142,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 18.49% vs 18.56% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 18.49% vs 18.56% in Mar 2022,-1.0,Annual Analysis Highlights,532555,bad
143,Interest - YoY Growth in year ended Mar 2023 is 19.75% vs 1.00% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 19.75% vs 1.00% in Mar 2022,-1.0,Annual Analysis Highlights,532555,bad
144,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532555,bad
145,Net Sales - YoY Growth in year ended Mar 2023 is 13.38% vs 83.33% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 13.38% vs 83.33% in Mar 2022,-1.0,Annual Analysis Highlights,500228,bad
146,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -79.95% vs 161.22% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -79.95% vs 161.22% in Mar 2022,-1.0,Annual Analysis Highlights,500228,bad
147,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -52.45% vs 93.67% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -52.45% vs 93.67% in Mar 2022,-1.0,Annual Analysis Highlights,500228,bad
148,Interest - YoY Growth in year ended Mar 2023 is 38.93% vs 25.55% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 38.93% vs 25.55% in Mar 2022,-1.0,Annual Analysis Highlights,500228,bad
149,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500228,bad
150,Net Sales - YoY Growth in year ended Mar 2023 is 9.51% vs 5.00% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 9.51% vs 5.00% in Mar 2022,1.0,Annual Analysis Highlights,532898,good
151,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -8.36% vs 39.78% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -8.36% vs 39.78% in Mar 2022,-1.0,Annual Analysis Highlights,532898,bad
152,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 7.95% vs 4.51% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 7.95% vs 4.51% in Mar 2022,1.0,Annual Analysis Highlights,532898,good
153,Interest - YoY Growth in year ended Mar 2023 is 19.88% vs -1.21% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 19.88% vs -1.21% in Mar 2022,-1.0,Annual Analysis Highlights,532898,bad
154,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532898,bad
155,Net Sales - YoY Growth in year ended Mar 2023 is 34.49% vs 21.40% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 34.49% vs 21.40% in Mar 2022,1.0,Annual Analysis Highlights,500520,good
156,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 56.32% vs 262.89% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 56.32% vs 262.89% in Mar 2022,-1.0,Annual Analysis Highlights,500520,bad
157,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 38.16% vs 7.36% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 38.16% vs 7.36% in Mar 2022,1.0,Annual Analysis Highlights,500520,good
158,Interest - YoY Growth in year ended Mar 2023 is 16.17% vs -17.77% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 16.17% vs -17.77% in Mar 2022,-1.0,Annual Analysis Highlights,500520,bad
159,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,500520,good
160,Net Sales - YoY Growth in year ended Mar 2023 is 51.80% vs 64.31% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 51.80% vs 64.31% in Mar 2022,-1.0,Annual Analysis Highlights,541450,bad
161,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 98.98% vs 132.86% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 98.98% vs 132.86% in Mar 2022,-1.0,Annual Analysis Highlights,541450,bad
162,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 39.33% vs 52.94% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 39.33% vs 52.94% in Mar 2022,-1.0,Annual Analysis Highlights,541450,bad
163,Interest - YoY Growth in year ended Mar 2023 is 11.23% vs 34.00% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 11.23% vs 34.00% in Mar 2022,1.0,Annual Analysis Highlights,541450,good
164,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,541450,bad
165,Net Sales - YoY Growth in year ended Mar 2022 is 36.41% vs 5.70% in Mar 2021,Net Sales,YoY Growth in year ended Mar 2022 is 36.41% vs 5.70% in Mar 2021,1.0,Annual Analysis Highlights,532921,good
166,Consolidated Net Profit - YoY Growth in year ended Mar 2022 is -2.17% vs 32.72% in Mar 2021,Consolidated Net Profit,YoY Growth in year ended Mar 2022 is -2.17% vs 32.72% in Mar 2021,-1.0,Annual Analysis Highlights,532921,bad
167,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2022 is 9.49% vs 46.47% in Mar 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2022 is 9.49% vs 46.47% in Mar 2021,-1.0,Annual Analysis Highlights,532921,bad
168,Interest - YoY Growth in year ended Mar 2022 is 12.80% vs 24.39% in Mar 2021,Interest,YoY Growth in year ended Mar 2022 is 12.80% vs 24.39% in Mar 2021,1.0,Annual Analysis Highlights,532921,good
169,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2022 has fallen from Mar 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2022 has fallen from Mar 2021,-1.0,Annual Analysis Highlights,532921,bad
170,Net Sales - YoY Growth in year ended Mar 2023 is 26.01% vs 21.87% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 26.01% vs 21.87% in Mar 2022,1.0,Annual Analysis Highlights,533278,good
171,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 62.26% vs 36.68% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 62.26% vs 36.68% in Mar 2022,1.0,Annual Analysis Highlights,533278,good
172,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 48.98% vs 32.66% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 48.98% vs 32.66% in Mar 2022,1.0,Annual Analysis Highlights,533278,good
173,Interest - YoY Growth in year ended Mar 2023 is 26.38% vs -15.69% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 26.38% vs -15.69% in Mar 2022,-1.0,Annual Analysis Highlights,533278,bad
174,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,533278,good
175,Net Sales - YoY Growth in year ended Mar 2023 is 27.10% vs 111.07% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 27.10% vs 111.07% in Mar 2022,-1.0,Annual Analysis Highlights,540005,bad
176,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 11.65% vs 103.93% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 11.65% vs 103.93% in Mar 2022,-1.0,Annual Analysis Highlights,540005,bad
177,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 16.37% vs 92.60% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 16.37% vs 92.60% in Mar 2022,-1.0,Annual Analysis Highlights,540005,bad
178,Interest - YoY Growth in year ended Mar 2023 is 21.88% vs 56.60% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 21.88% vs 56.60% in Mar 2022,1.0,Annual Analysis Highlights,540005,good
179,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,540005,bad
180,Net Sales - YoY Growth in year ended Mar 2023 is 15.82% vs 30.10% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 15.82% vs 30.10% in Mar 2022,-1.0,Annual Analysis Highlights,500188,bad
181,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 9.16% vs 20.66% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 9.16% vs 20.66% in Mar 2022,-1.0,Annual Analysis Highlights,500188,bad
182,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 7.90% vs 39.01% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 7.90% vs 39.01% in Mar 2022,-1.0,Annual Analysis Highlights,500188,bad
183,Interest - YoY Growth in year ended Mar 2023 is 14.83% vs -24.87% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 14.83% vs -24.87% in Mar 2022,-1.0,Annual Analysis Highlights,500188,bad
184,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500188,bad
185,Net Sales - YoY Growth in year ended Mar 2023 is -0.25% vs 56.09% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is -0.25% vs 56.09% in Mar 2022,-1.0,Annual Analysis Highlights,500470,bad
186,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -78.18% vs 436.08% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -78.18% vs 436.08% in Mar 2022,-1.0,Annual Analysis Highlights,500470,bad
187,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -49.13% vs 108.13% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -49.13% vs 108.13% in Mar 2022,-1.0,Annual Analysis Highlights,500470,bad
188,Interest - YoY Growth in year ended Mar 2023 is 15.31% vs -28.19% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 15.31% vs -28.19% in Mar 2022,-1.0,Annual Analysis Highlights,500470,bad
189,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500470,bad
190,Net Sales - YoY Growth in year ended Mar 2023 is 18.93% vs 36.04% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 18.93% vs 36.04% in Mar 2022,-1.0,Annual Analysis Highlights,500331,bad
191,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 5.44% vs 6.75% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 5.44% vs 6.75% in Mar 2022,-1.0,Annual Analysis Highlights,500331,bad
192,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 7.42% vs 9.92% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 7.42% vs 9.92% in Mar 2022,-1.0,Annual Analysis Highlights,500331,bad
193,Interest - YoY Growth in year ended Mar 2023 is 13.21% vs 13.03% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 13.21% vs 13.03% in Mar 2022,-1.0,Annual Analysis Highlights,500331,bad
194,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500331,bad
195,Net Sales - YoY Growth in year ended Mar 2023 is 9.99% vs 19.48% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 9.99% vs 19.48% in Mar 2022,-1.0,Annual Analysis Highlights,532977,bad
196,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -1.71% vs 26.95% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -1.71% vs 26.95% in Mar 2022,-1.0,Annual Analysis Highlights,532977,bad
197,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 22.87% vs 6.60% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 22.87% vs 6.60% in Mar 2022,1.0,Annual Analysis Highlights,532977,good
198,Interest - YoY Growth in year ended Mar 2023 is 356.24% vs 30.03% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 356.24% vs 30.03% in Mar 2022,-1.0,Annual Analysis Highlights,532977,bad
199,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,532977,good
200,Net Sales - YoY Growth in year ended Mar 2023 is 42.83% vs 61.92% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 42.83% vs 61.92% in Mar 2022,-1.0,Annual Analysis Highlights,530965,bad
201,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -60.99% vs 16.01% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -60.99% vs 16.01% in Mar 2022,-1.0,Annual Analysis Highlights,530965,bad
202,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -35.68% vs 14.46% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -35.68% vs 14.46% in Mar 2022,-1.0,Annual Analysis Highlights,530965,bad
203,Interest - YoY Growth in year ended Mar 2023 is 39.06% vs 51.10% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 39.06% vs 51.10% in Mar 2022,1.0,Annual Analysis Highlights,530965,good
204,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,530965,bad
205,Net Sales - YoY Growth in year ended Sep 2022 is 22.27% vs 32.69% in Sep 2021,Net Sales,YoY Growth in year ended Sep 2022 is 22.27% vs 32.69% in Sep 2021,-1.0,Annual Analysis Highlights,500550,bad
206,Consolidated Net Profit - YoY Growth in year ended Sep 2022 is 41.72% vs 41.65% in Sep 2021,Consolidated Net Profit,YoY Growth in year ended Sep 2022 is 41.72% vs 41.65% in Sep 2021,1.0,Annual Analysis Highlights,500550,good
207,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Sep 2022 is 18.10% vs 48.27% in Sep 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Sep 2022 is 18.10% vs 48.27% in Sep 2021,-1.0,Annual Analysis Highlights,500550,bad
208,Interest - YoY Growth in year ended Sep 2022 is 49.38% vs -17.63% in Sep 2021,Interest,YoY Growth in year ended Sep 2022 is 49.38% vs -17.63% in Sep 2021,-1.0,Annual Analysis Highlights,500550,bad
209,Operating Profit Margin (Excl OI) - YoY Growth in year ended Sep 2022 has fallen from Sep 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Sep 2022 has fallen from Sep 2021,-1.0,Annual Analysis Highlights,500550,bad
210,Net Sales - YoY Growth in year ended Mar 2023 is 4.59% vs -6.15% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 4.59% vs -6.15% in Mar 2022,1.0,Annual Analysis Highlights,540777,good
211,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 3.12% vs -2.49% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 3.12% vs -2.49% in Mar 2022,1.0,Annual Analysis Highlights,540777,good
212,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -99.45% vs -39.04% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -99.45% vs -39.04% in Mar 2022,-1.0,Annual Analysis Highlights,540777,bad
213,,Interest,No Interest in the last few periods;,,Annual Analysis Highlights,540777,
214,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,540777,bad
215,Net Sales - YoY Growth in year ended Mar 2023 is 13.95% vs 17.41% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 13.95% vs 17.41% in Mar 2022,-1.0,Annual Analysis Highlights,540719,bad
216,Standaloned Net Profit - YoY Growth in year ended Mar 2023 is 14.25% vs 3.44% in Mar 2022,Standaloned Net Profit,YoY Growth in year ended Mar 2023 is 14.25% vs 3.44% in Mar 2022,1.0,Annual Analysis Highlights,540719,good
217,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -77.43% vs -15.33% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -77.43% vs -15.33% in Mar 2022,-1.0,Annual Analysis Highlights,540719,bad
218,,Interest,No Interest in the last few periods;,,Annual Analysis Highlights,540719,
219,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,540719,bad
220,Net Sales - YoY Growth in year ended Mar 2023 is -0.39% vs 5.60% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is -0.39% vs 5.60% in Mar 2022,-1.0,Annual Analysis Highlights,532868,bad
221,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 35.64% vs 37.24% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 35.64% vs 37.24% in Mar 2022,-1.0,Annual Analysis Highlights,532868,bad
222,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -0.96% vs 22.91% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -0.96% vs 22.91% in Mar 2022,-1.0,Annual Analysis Highlights,532868,bad
223,Interest - YoY Growth in year ended Mar 2023 is -37.21% vs -26.81% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -37.21% vs -26.81% in Mar 2022,1.0,Annual Analysis Highlights,532868,good
224,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532868,bad
225,Net Sales - YoY Growth in year ended Mar 2023 is 22.91% vs 25.26% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 22.91% vs 25.26% in Mar 2022,-1.0,Annual Analysis Highlights,500300,bad
226,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -9.57% vs 75.38% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -9.57% vs 75.38% in Mar 2022,-1.0,Annual Analysis Highlights,500300,bad
227,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 5.67% vs 9.64% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 5.67% vs 9.64% in Mar 2022,-1.0,Annual Analysis Highlights,500300,bad
228,Interest - YoY Growth in year ended Mar 2023 is 26.54% vs -16.55% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 26.54% vs -16.55% in Mar 2022,-1.0,Annual Analysis Highlights,500300,bad
229,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500300,bad
230,Net Sales - YoY Growth in year ended Mar 2023 is 15.31% vs 7.61% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 15.31% vs 7.61% in Mar 2022,1.0,Annual Analysis Highlights,500825,good
231,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 52.27% vs -18.19% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 52.27% vs -18.19% in Mar 2022,1.0,Annual Analysis Highlights,500825,good
232,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 28.59% vs -12.27% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 28.59% vs -12.27% in Mar 2022,1.0,Annual Analysis Highlights,500825,good
233,Interest - YoY Growth in year ended Mar 2023 is 17.19% vs 30.11% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 17.19% vs 30.11% in Mar 2022,1.0,Annual Analysis Highlights,500825,good
