,newsid,description,entts,imagepath,isdeleted,link,newstype,publisheddate,source,CompanyName,topnews,ScripCode,category,stockid
73,0507a60bc66dc31ec4ab67271821ebcd,India\'s Tata Group-owned Titan posts 50% jump in Q4 profit  Reuters,,,,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL3JldGFpbC1jb25zdW1lci9pbmRpYXMtdGF0YS1ncm91cC1vd25lZC10aXRhbi1wb3N0cy01MC1qdW1wLXE0LXByb2ZpdC0yMDIzLTA1LTAzL9IBAA?oc=5,STKNWS,03-May-2023 17:43,https://www.reuters.com,India\'s Tata Group-owned Titan posts 50% jump in Q4 profit,,500114,,372338.0
74,52ee2854772af61f93fa17ad1a4c067e,Titan Co: F&O Quote of Titan Co  NDTV Profit,,,,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lm5kdHYuY29tL2J1c2luZXNzL3N0b2NrL3RpdGFuLWNvbXBhbnktbHRkX3RpdGFuL2Zub19vcHRzdGtfMjUtMDUtMjAyM18yNDQwMDBfY2XSAQA?oc=5,STKNWS,28-Apr-2023 15:59,https://www.ndtv.com,Titan Co: F&O Quote of Titan Co,,500114,,372338.0
75,6bbec3837f67bf5325dbc0f3a35fe9e8,Titan Co: F&O Quote of Titan Co  NDTV Profit,,,,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lm5kdHYuY29tL2J1c2luZXNzL3N0b2NrL3RpdGFuLWNvbXBhbnktbHRkX3RpdGFuL2Zub19vcHRzdGtfMjUtMDUtMjAyM18yNjgwMDBfcGXSAQA?oc=5,STKNWS,28-Apr-2023 15:59,https://www.ndtv.com,Titan Co: F&O Quote of Titan Co,,500114,,372338.0
76,6e25004c14893183e0af3df16287492f,"Sun Pharmaceuticals Industries Ltd Share Price Today, SUNPHARMA Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL3N1bi1waGFybWFjZXV0aWNhbHMtaW5kdXN0cmllcy1sdGQtc3VucGhhcm1hLXNoYXJlLXByaWNlLTM2MjkzMNIBAA?oc=5,STKNWS,24-May-2023 15:47,https://www.businesstoday.in,"Sun Pharmaceuticals Industries Ltd Share Price Today, SUNPHARMA Share Price NSE, BSE",,524715,,948699.0
77,a4be9b3156f191c09f1206e7152bb793,"Sun Pharma shares Q4 results. Profit at Rs 1,985 crore, Rs 4 dividend announced; stock up  Business Today",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9zdW4tcGhhcm1hLXNoYXJlcy1xNC1yZXN1bHRzLXByb2ZpdC1hdC1ycy0xOTg1LWNyb3JlLXJzLTQtZGl2aWRlbmQtYW5ub3VuY2VkLXN0b2NrLXVwLTM4Mjk4OS0yMDIzLTA1LTI20gGkAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9zdW4tcGhhcm1hLXNoYXJlcy1xNC1yZXN1bHRzLXByb2ZpdC1hdC1ycy0xOTg1LWNyb3JlLXJzLTQtZGl2aWRlbmQtYW5ub3VuY2VkLXN0b2NrLXVwLTM4Mjk4OS0yMDIzLTA1LTI2?oc=5,STKNWS,26-May-2023 15:09,https://www.businesstoday.in,"Sun Pharma shares Q4 results. Profit at Rs 1,985 crore, Rs 4 dividend announced; stock up",0.0,524715,,
78,c045aa97a8569535ed5f050417a601f1,"Sun Pharma Q4 net profit surges to 1,984 crore  BusinessLine",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9jb21wYW5pZXMvc3VuLXBoYXJtYS1xNC1uZXQtcHJvZml0LXN1cmdlcy10by0xOTg0LWNyb3JlL2FydGljbGU2Njg5NjU1NC5lY2XSAXVodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vY29tcGFuaWVzL3N1bi1waGFybWEtcTQtbmV0LXByb2ZpdC1zdXJnZXMtdG8tMTk4NC1jcm9yZS9hcnRpY2xlNjY4OTY1NTQuZWNlL2FtcC8?oc=5,STKNWS,26-May-2023 16:49,https://www.thehindubusinessline.com,"Sun Pharma Q4 net profit surges to 1,984 crore",0.0,524715,,
79,f8b80047ffd370db7430b36bafffab56,"Sun Pharma posts Q4FY23 profit at Rs 1,984.47 crore, revenue up 15.7% on-year; dividend declared  The Financial Express",1685107803.0,,0.0,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS9zdW4tcGhhcm1hLXBvc3RzLXE0ZnkyMy1wcm9maXQtYXQtcnMtMTk4NC00Ny1jcm9yZS1yZXZlbnVlLXVwLTE1Ny1vbi15ZWFyLWRpdmlkZW5kLWRlY2xhcmVkLzMxMDMxODUv0gGTAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL2luZHVzdHJ5L3N1bi1waGFybWEtcG9zdHMtcTRmeTIzLXByb2ZpdC1hdC1ycy0xOTg0LTQ3LWNyb3JlLXJldmVudWUtdXAtMTU3LW9uLXllYXItZGl2aWRlbmQtZGVjbGFyZWQvMzEwMzE4NS9saXRlLw?oc=5,STKNWS,26-May-2023 15:27,https://www.financialexpress.com,"Sun Pharma posts Q4FY23 profit at Rs 1,984.47 crore, revenue up 15.7% on-year; dividend declared",0.0,524715,,
80,0888bd8000c587892cf7fe30901dc9a3,"Bajaj Finserv closed today at 1438.05, up 0.75% from yesterday\'s 1427.35 | Mint  Mint",1685107803.0,,0.0,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2JhamFqLWZpbnNlcnYtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNi1tYXktMjAyMy0xMTY4NTA2OTI4NDM5NC5odG1s0gF1aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvYmFqYWotZmluc2Vydi1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI2LW1heS0yMDIzL2FtcC0xMTY4NTA2OTI4NDM5NC5odG1s?oc=5,STKNWS,26-May-2023 16:23,https://www.livemint.com,"Bajaj Finserv closed today at 1438.05, up 0.75% from yesterday\'s 1427.35 | Mint",0.0,532978,,
81,5d18271ee7ad9893bf85c7eaa0959013,"Bajaj Finserv closed today at 1428, up 0.14% from yesterday\'s 1426 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2JhamFqLWZpbnNlcnYtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNS1tYXktMjAyMy0xMTY4NDk4MzM1MjcwMi5odG1s0gF1aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvYmFqYWotZmluc2Vydi1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI1LW1heS0yMDIzL2FtcC0xMTY4NDk4MzM1MjcwMi5odG1s?oc=5,STKNWS,25-May-2023 16:11,https://www.livemint.com,"Bajaj Finserv closed today at 1428, up 0.14% from yesterday\'s 1426 | Mint",,532978,,822285.0
82,32acf435327441caf4130dff04135e70,"Bajaj Finserv closed today at 1426, down -0.8% from yesterday\'s 1437.55 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2JhamFqLWZpbnNlcnYtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNC1tYXktMjAyMy0xMTY4NDg5OTA2MzYzMy5odG1s0gF1aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvYmFqYWotZmluc2Vydi1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI0LW1heS0yMDIzL2FtcC0xMTY4NDg5OTA2MzYzMy5odG1s?oc=5,STKNWS,24-May-2023 16:28,https://www.livemint.com,"Bajaj Finserv closed today at 1426, down -0.8% from yesterday\'s 1437.55 | Mint",,532978,,822285.0
83,2345ed36abdb1ea678f5cf123af4a4d5,"Bajaj Finserv closed today at 1437.55, up 1.75% from yesterday\'s 1412.8 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2JhamFqLWZpbnNlcnYtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yMy1tYXktMjAyMy0xMTY4NDgxMDcyMjczMi5odG1s0gF1aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvYmFqYWotZmluc2Vydi1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTIzLW1heS0yMDIzL2FtcC0xMTY4NDgxMDcyMjczMi5odG1s?oc=5,STKNWS,23-May-2023 16:12,https://www.livemint.com,"Bajaj Finserv closed today at 1437.55, up 1.75% from yesterday\'s 1412.8 | Mint",,532978,,822285.0
84,51c05e845300c2e2a46f446ee4b02f07,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL2F2ZW51ZS1zdXBlcm1hcnRzLWx0ZC1kbWFydC1zaGFyZS1wcmljZS0zNjQxNzjSAQA?oc=5,STKNWS,24-May-2023 15:47,https://www.businesstoday.in,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE",,540376,,1002728.0
85,51c05e845300c2e2a46f446ee4b02f07,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL2F2ZW51ZS1zdXBlcm1hcnRzLWx0ZC1kbWFydC1zaGFyZS1wcmljZS0zNjQxNzjSAQA?oc=5,STKNWS,23-May-2023 15:59,https://www.businesstoday.in,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE",,540376,,1002728.0
86,51c05e845300c2e2a46f446ee4b02f07,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL2F2ZW51ZS1zdXBlcm1hcnRzLWx0ZC1kbWFydC1zaGFyZS1wcmljZS0zNjQxNzjSAQA?oc=5,STKNWS,22-May-2023 15:41,https://www.businesstoday.in,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE",,540376,,1002728.0
87,51c05e845300c2e2a46f446ee4b02f07,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL2F2ZW51ZS1zdXBlcm1hcnRzLWx0ZC1kbWFydC1zaGFyZS1wcmljZS0zNjQxNzjSAQA?oc=5,STKNWS,19-May-2023 15:59,https://www.businesstoday.in,"Avenue Supermarts Ltd Share Price Today, DMART Share Price NSE, BSE",,540376,,1002728.0
88,a23f037db06ce6d3853752d64ee3377c,"Trading UltraTech Cement Stock: Resistance, Range, and Strategy  BusinessLine",,,,https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vcG9ydGZvbGlvL2NvbW1vZGl0eS1hbmFseXNpcy90cmFkaW5nLXVsdHJhdGVjaC1jZW1lbnQtc3RvY2stcmVzaXN0YW5jZS1yYW5nZS1hbmQtc3RyYXRlZ3kvYXJ0aWNsZTY2ODE5Mzk5LmVjZdIBlwFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vcG9ydGZvbGlvL2NvbW1vZGl0eS1hbmFseXNpcy90cmFkaW5nLXVsdHJhdGVjaC1jZW1lbnQtc3RvY2stcmVzaXN0YW5jZS1yYW5nZS1hbmQtc3RyYXRlZ3kvYXJ0aWNsZTY2ODE5Mzk5LmVjZS9hbXAv?oc=5,STKNWS,08-May-2023 12:30,https://www.thehindubusinessline.com,"Trading UltraTech Cement Stock: Resistance, Range, and Strategy",,532538,,504759.0
89,a61a7c72f168c98557e18bf1f54fe063,UltraTech Cement partners Coolbrook for decarbonisation  BusinessLine,,,,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9uZXdzL3VsdHJhdGVjaC1jZW1lbnQtcGFydG5lcnMtY29vbGJyb29rLWZvci1kZWNhcmJvbmlzYXRpb24vYXJ0aWNsZTY2ODg3ODgyLmVjZdIBemh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9uZXdzL3VsdHJhdGVjaC1jZW1lbnQtcGFydG5lcnMtY29vbGJyb29rLWZvci1kZWNhcmJvbmlzYXRpb24vYXJ0aWNsZTY2ODg3ODgyLmVjZS9hbXAv?oc=5,STKNWS,24-May-2023 13:30,https://www.thehindubusinessline.com,UltraTech Cement partners Coolbrook for decarbonisation,,532538,,504759.0
90,f1399269c09213c26dd7334a036c9f30,"UltraTech Cement Ltd Share Price Today, ULTRACEMCO Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL3VsdHJhdGVjaC1jZW1lbnQtbHRkLXVsdHJhY2VtY28tc2hhcmUtcHJpY2UtMzY0MDcx0gEA?oc=5,STKNWS,19-May-2023 15:59,https://www.businesstoday.in,"UltraTech Cement Ltd Share Price Today, ULTRACEMCO Share Price NSE, BSE",,532538,,504759.0
91,f1399269c09213c26dd7334a036c9f30,"UltraTech Cement Ltd Share Price Today, ULTRACEMCO Share Price NSE, BSE  Business Today",,,,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vc3RvY2tzL3VsdHJhdGVjaC1jZW1lbnQtbHRkLXVsdHJhY2VtY28tc2hhcmUtcHJpY2UtMzY0MDcx0gEA?oc=5,STKNWS,18-May-2023 15:55,https://www.businesstoday.in,"UltraTech Cement Ltd Share Price Today, ULTRACEMCO Share Price NSE, BSE",,532538,,504759.0
92,21cbc59159cd2377de9fa055750983d3,Wipro merges its govt business with IT services segment  The Financial Express,1685107803.0,,0.0,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL2luZHVzdHJ5L3dpcHJvLW1lcmdlcy1pdHMtZ292dC1idXNpbmVzcy13aXRoLWl0LXNlcnZpY2VzLXNlZ21lbnQvMzEwMjM2MS_SAW9odHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS93aXByby1tZXJnZXMtaXRzLWdvdnQtYnVzaW5lc3Mtd2l0aC1pdC1zZXJ2aWNlcy1zZWdtZW50LzMxMDIzNjEvbGl0ZS8?oc=5,STKNWS,26-May-2023 03:45,https://www.financialexpress.com,Wipro merges its govt business with IT services segment,0.0,507685,,
93,aee47262b976878fc34d7ba4d6ebe016,"Wipro chairman Rishad Premji takes 50% pay cut, Delaporte 5%  Economic Times<br>Wipro\'s Executive Chairman Rishad Premji Halves His Salary This Year  NDTV<br>Wipro Chairman Rishad Premji takes 50% compensation cut: Report | Mint  Mint<br>Wipro top brass take pay cut, Premji\'s salary halves  Indiatimes.com<br>Wipro chairman Rishad Premji takes 50 percent pay cut after company cuts employees\' variable pay  India Today<br>View Full coverage on Google News<br>",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMioQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL3Jpc2hhZC1wcmVtamlzLXNhbGFyeS1kb3duLWJ5LTUwLWluLWZ5MjMtZGVsYXBvcnRlcy1ieS01LXdpcHJvLWFubnVhbC1yZXBvcnQvYXJ0aWNsZXNob3cvMTAwNTA5MDE0LmNtc9IBnAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL3Jpc2hhZC1wcmVtamlzLXNhbGFyeS1kb3duLWJ5LTUwLWluLWZ5MjMtZGVsYXBvcnRlcy1ieS01LXdpcHJvLWFubnVhbC1yZXBvcnQvYW1wX2FydGljbGVzaG93LzEwMDUwOTAxNC5jbXM?oc=5,DSKNWS,26-May-2023 06:00,https://economictimes.indiatimes.com,"Wipro chairman Rishad Premji takes 50% pay cut, Delaporte 5%",0.0,507685,,
94,a39a806eca602f501e081b66a220e93d,"Wipro closed today at 401.5, up 1.85% from yesterday\'s 394.2 | Mint  Mint",1685107803.0,,0.0,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL3dpcHJvLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjYtbWF5LTIwMjMtMTE2ODUwNzA2MTk2NzAuaHRtbNIBbWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL3dpcHJvLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjYtbWF5LTIwMjMvYW1wLTExNjg1MDcwNjE5NjcwLmh0bWw?oc=5,STKNWS,26-May-2023 16:10,https://www.livemint.com,"Wipro closed today at 401.5, up 1.85% from yesterday\'s 394.2 | Mint",0.0,507685,,
95,9ff2797a0125d51b1eca6b3ccf7d8a6d,Wipro Chairman Rishad Premji takes 50% compensation cut in FY23  BusinessLine,,,,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vaW5mby10ZWNoL3dpcHJvLWNoYWlybWFuLXJpc2hhZC1wcmVtamktdGFrZXMtNTAtY29tcGVuc2F0aW9uLWN1dC1pbi1meTIzL2FydGljbGU2Njg5MjY4MC5lY2XSAYYBaHR0cHM6Ly93d3cudGhlaGluZHVidXNpbmVzc2xpbmUuY29tL2luZm8tdGVjaC93aXByby1jaGFpcm1hbi1yaXNoYWQtcHJlbWppLXRha2VzLTUwLWNvbXBlbnNhdGlvbi1jdXQtaW4tZnkyMy9hcnRpY2xlNjY4OTI2ODAuZWNlL2FtcC8?oc=5,STKNWS,25-May-2023 17:44,https://www.thehindubusinessline.com,Wipro Chairman Rishad Premji takes 50% compensation cut in FY23,,507685,,531139.0
96,a997abe1427e383338af448dd50a9cc9,ONGC to pay Rs 50 lakh damages for crude oil leak in Bharuch district  Business Standard,1685109603.0,,0.0,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9vbmdjLXRvLXBheS1ycy01MC1sYWtoLWRhbWFnZXMtZm9yLWNydWRlLW9pbC1sZWFrLWluLWJoYXJ1Y2gtZGlzdHJpY3QtMTIzMDUyNjAwNzIwXzEuaHRtbNIBigFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2luZGlhLW5ld3Mvb25nYy10by1wYXktcnMtNTAtbGFraC1kYW1hZ2VzLWZvci1jcnVkZS1vaWwtbGVhay1pbi1iaGFydWNoLWRpc3RyaWN0LTEyMzA1MjYwMDcyMF8xLmh0bWw?oc=5,STKNWS,26-May-2023 18:29,https://www.business-standard.com,ONGC to pay Rs 50 lakh damages for crude oil leak in Bharuch district,0.0,500312,,
97,c7223c7a91c92cccaa8effb8edd25654,"Top gainers, losers today: RIL, Sun Pharma, Zee, HCL Tech, ONGC; check full list here | Mint  Mint",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMisAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWxvc2Vycy10b2RheS1yZWxpYW5jZS1pbmR1c3RyaWVzLXN0YXItaGVhbHRoLXN1bi1waGFybWEtemVlLWhjbC10ZWNoLW9uZ2MtY2hlY2stZnVsbC1saXN0LWhlcmUtMTE2ODUwOTY2NjQ1NjMuaHRtbNIBtAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWxvc2Vycy10b2RheS1yZWxpYW5jZS1pbmR1c3RyaWVzLXN0YXItaGVhbHRoLXN1bi1waGFybWEtemVlLWhjbC10ZWNoLW9uZ2MtY2hlY2stZnVsbC1saXN0LWhlcmUvYW1wLTExNjg1MDk2NjY0NTYzLmh0bWw?oc=5,STKNWS,26-May-2023 16:14,https://www.livemint.com,"Top gainers, losers today: RIL, Sun Pharma, Zee, HCL Tech, ONGC; check full list here | Mint",0.0,500312,,
98,97c61dccb677d8d3b9e85064a06edf72,"Stocks To Watch: HDFC, SAIL, Vedanta, Reliance Industries, Vodafone Idea, ONGC, Sun Pharma  The Financial Express",1685086207.0,,0.0,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9zdG9ja3MtdG8td2F0Y2gtaGRmYy1zYWlsLXJlbGlhbmNlLWluZHVzdHJpZXMtdm9kYWZvbmUtaWRlYS1vbmdjLXN1bi1waGFybWEvMzEwMjQyNi_SAYEBaHR0cHM6Ly93d3cuZmluYW5jaWFsZXhwcmVzcy5jb20vbWFya2V0L3N0b2Nrcy10by13YXRjaC1oZGZjLXNhaWwtcmVsaWFuY2UtaW5kdXN0cmllcy12b2RhZm9uZS1pZGVhLW9uZ2Mtc3VuLXBoYXJtYS8zMTAyNDI2L2xpdGUv?oc=5,STKNWS,26-May-2023 07:17,https://www.financialexpress.com,"Stocks To Watch: HDFC, SAIL, Vedanta, Reliance Industries, Vodafone Idea, ONGC, Sun Pharma",0.0,500312,,
99,d129fc8088a16fb4fa063dadfbe2b3ac,"Q4 results today: M&M, ONGC to Sun Pharma - these companies to announce earnings on May 26 | Mint  Mint<br>Nykaa shares gain even as Q4 PAT plummets 72% YoY. Should you buy, sell or hold?  The Economic Times<br>ONGC, M&M, Sun Pharma, BHEL, BEML, Indigo Paints Q4 Results Today: Heres What To Expect  BQ Prime<br>Q4 results today: Vodafone Idea, ZEE to SAIL - these companies to announce earnings on May 25 | Mint  Mint<br>Reduce Fsn E-commerce Ventures (Nykaa); target of Rs 120: HDFC Securities  Moneycontrol<br>View Full coverage on Google News<br>",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3E0LXJlc3VsdHMtdG9kYXktbS1tLW9uZ2MtdG8tc3VuLXBoYXJtYS10aGVzZS1jb21wYW5pZXMtdG8tYW5ub3VuY2UtZWFybmluZ3Mtb24tbWF5LTI2LTExNjg1MDY1ODU1Mjk5Lmh0bWzSAaABaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9xNC1yZXN1bHRzLXRvZGF5LW0tbS1vbmdjLXRvLXN1bi1waGFybWEtdGhlc2UtY29tcGFuaWVzLXRvLWFubm91bmNlLWVhcm5pbmdzLW9uLW1heS0yNi9hbXAtMTE2ODUwNjU4NTUyOTkuaHRtbA?oc=5,DSKNWS,26-May-2023 07:27,https://www.livemint.com,"Q4 results today: M&M, ONGC to Sun Pharma",0.0,500312,,
100,a785bbde76554084bbef0eaa4cbc11c8,"Nestle Ind closed today at 21610.05, up 0.64% from yesterday\'s 21472.4 | Mint  Mint",1685109603.0,,0.0,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL25lc3RsZS1pbmQtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNi1tYXktMjAyMy0xMTY4NTA3MDEzMDU5Ny5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvbmVzdGxlLWluZC1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI2LW1heS0yMDIzL2FtcC0xMTY4NTA3MDEzMDU5Ny5odG1s?oc=5,STKNWS,26-May-2023 16:13,https://www.livemint.com,"Nestle Ind closed today at 21610.05, up 0.64% from yesterday\'s 21472.4 | Mint",0.0,500790,,
101,a4dd6c42c94ea22b6080b8a5f5069c13,"Nestle Ind closed today at 21528.4, up 0.65% from yesterday\'s 21388.4 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL25lc3RsZS1pbmQtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNS1tYXktMjAyMy0xMTY4NDk4NTMzNjgyMi5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvbmVzdGxlLWluZC1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI1LW1heS0yMDIzL2FtcC0xMTY4NDk4NTMzNjgyMi5odG1s?oc=5,STKNWS,25-May-2023 16:00,https://www.livemint.com,"Nestle Ind closed today at 21528.4, up 0.65% from yesterday\'s 21388.4 | Mint",,500790,,226036.0
102,81151fa63e94815a2a31de668106dac0,"Stocks to Watch: LIC, Reliance, Nykaa, Nestle India, ITC, Hindalco | Mint  Mint",,,,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3N0b2Nrcy10by13YXRjaC1saWMtcmVsaWFuY2UtbnlrYWEtbmVzdGxlLWluZGlhLWl0Yy1oaW5kYWxjby0xMTY4NDk3NDIwMjAyMi5odG1s0gGGAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3Mvc3RvY2tzLXRvLXdhdGNoLWxpYy1yZWxpYW5jZS1ueWthYS1uZXN0bGUtaW5kaWEtaXRjLWhpbmRhbGNvL2FtcC0xMTY4NDk3NDIwMjAyMi5odG1s?oc=5,STKNWS,25-May-2023 07:11,https://www.livemint.com,"Stocks to Watch: LIC, Reliance, Nykaa, Nestle India, ITC, Hindalco | Mint",,500790,,226036.0
